fiscal_year,direction,budget_line_id,cofog_status,cofog_division,cofog_group,cofog_class,cofog_consolidation,cofog_decided_at_level,cofog_rule_id,cofog_counterpart_fund
2026,expenditure,131016:2026:expenditure:approved:077f4159050ae0cc,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:0781ecd2a24c6d22,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:07fe121b031853e6,assigned,01,"","",retained,項,chiyoda-chiiki-other,
2026,expenditure,131016:2026:expenditure:approved:084b9bcedf488f18,assigned,08,08.2,"",retained,目,chiyoda-bunka-toshokan,
2026,expenditure,131016:2026:expenditure:approved:087ce2eea978601c,out-of-scope,"","","",retained,項,chiyoda-tsumitate,
2026,expenditure,131016:2026:expenditure:approved:08f41c25315460b7,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:0929830b40c2d6c5,assigned,08,08.2,"",retained,目,chiyoda-bunka-toshokan,
2026,expenditure,131016:2026:expenditure:approved:09ac7585fe509343,assigned,09,09.1,"",retained,目,chiyoda-gakko-shoto,
2026,expenditure,131016:2026:expenditure:approved:09ed9a716fa77a10,assigned,01,"","",retained,項,chiyoda-zeimu,
2026,expenditure,131016:2026:expenditure:approved:09fafa1e68f51622,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:0a1ab15bda571945,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:0a33d650a3985fbe,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:0aaf28098fcd0fcb,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:0adfbccea627522f,assigned,06,06.2,"",retained,項,chiyoda-toshi-other,
2026,expenditure,131016:2026:expenditure:approved:0b15a4eee12bde3f,assigned,01,"","",retained,項,chiyoda-zeimu,
2026,expenditure,131016:2026:expenditure:approved:0b2150f10d09f747,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:0b6d5fd4bbdea459,assigned,09,09.5,"",retained,項,chiyoda-bunka-other,
2026,expenditure,131016:2026:expenditure:approved:0bf02fcd59d3c6bc,assigned,06,06.1,"",retained,目,chiyoda-jutaku,
2026,expenditure,131016:2026:expenditure:approved:0bfc57ca8d2f58e1,assigned,09,09.2,"",retained,目,chiyoda-gakko-chuto,
2026,expenditure,131016:2026:expenditure:approved:0c1af7bc03097b2d,assigned,09,09.5,"",retained,項,chiyoda-bunka-other,
2026,expenditure,131016:2026:expenditure:approved:0c9385559a01aaec,assigned,01,"","",retained,項,chiyoda-chiiki-other,
2026,expenditure,131016:2026:expenditure:approved:0cc37ec7778ddff5,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:0cdd289afe7fb03f,assigned,05,05.1,"",retained,項,chiyoda-seiso,
2026,expenditure,131016:2026:expenditure:approved:0cf618c0a2e8c3fb,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:0d44304c93e443e1,assigned,06,"","",retained,項,chiyoda-kankyo-other,
2026,expenditure,131016:2026:expenditure:approved:0d5ddacb30f07749,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:0d6b7ccbc64e9992,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:0d6e2c97fd498506,assigned,06,06.1,"",retained,目,chiyoda-jutaku,
2026,expenditure,131016:2026:expenditure:approved:0e4e99dfd708372e,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:0e7562fca3ec37a3,assigned,01,01.7,"",retained,目,debt-interest,
2026,expenditure,131016:2026:expenditure:approved:0fd22477dca41a15,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1025a3c6c5bfba39,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:107dc69dd276305d,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:10910a3cefe5858a,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:11952ef32c4d89a2,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:12175f6c83ee7a53,assigned,09,09.1,"",retained,目,chiyoda-gakko-shoto,
2026,expenditure,131016:2026:expenditure:approved:1231a577475b9c58,assigned,09,09.5,"",retained,項,chiyoda-bunka-other,
2026,expenditure,131016:2026:expenditure:approved:12f4d217c485b44b,assigned,01,"","",retained,項,chiyoda-shokuin-other,
2026,expenditure,131016:2026:expenditure:approved:12fc8f08158dad7b,assigned,08,08.1,"",retained,目,chiyoda-bunka-sports,
2026,expenditure,131016:2026:expenditure:approved:1317af0f838a988f,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:13359a6b9fcd829f,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:1336c5b742150e55,assigned,09,09.2,"",retained,目,chiyoda-gakko-chuto,
2026,expenditure,131016:2026:expenditure:approved:142ea4f6541df27e,assigned,04,04.5,04.5.1,retained,項,chiyoda-doro,
2026,expenditure,131016:2026:expenditure:approved:14a077dbd2f013d9,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:14d0b89d06017e98,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:154a2f499bae2c21,assigned,04,04.5,04.5.1,retained,項,chiyoda-doro,
2026,expenditure,131016:2026:expenditure:approved:15814d4027aabc1d,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:15ca17a289701cac,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:15d4a22c6982269e,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:15dd7456d13a5ef0,assigned,10,10.7,"",retained,項,chiyoda-seikatsuhogo,
2026,expenditure,131016:2026:expenditure:approved:1695b798a006528d,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:179a5ca04803396d,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:17cf56eaf6c8a0b7,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:183dd12f542e79b4,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1874607ec93402cb,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:18e965e81c7d4004,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:18eeb9e5702b8092,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:19692b707f23f6ec,assigned,01,01.3,"",retained,項,chiyoda-madoguchi,
2026,expenditure,131016:2026:expenditure:approved:1a16db6af51bf5b1,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:1aceac487e7b84b7,assigned,05,05.1,"",retained,項,chiyoda-seiso,
2026,expenditure,131016:2026:expenditure:approved:1b29e2529e452b25,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:1b323f61b376d5b2,assigned,06,06.2,"",retained,項,chiyoda-toshi-other,
2026,expenditure,131016:2026:expenditure:approved:1b33b274f146a4a1,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1b5ee7a544041b38,assigned,09,09.2,"",retained,目,chiyoda-gakko-chuto,
2026,expenditure,131016:2026:expenditure:approved:1bb71be683a0f106,assigned,06,"","",retained,項,chiyoda-kankyo-other,
2026,expenditure,131016:2026:expenditure:approved:1c3ffeeca59a102d,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:1c4cd27febb155a2,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1cdc60260f8f6ec7,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:1cf218cb171169a8,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1d0edb992b23ccaa,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1d5106addeb754a8,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1d72d24de2b81034,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:1d9555c5c9ececb9,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:1db2aa82f862ff1f,assigned,08,08.2,"",retained,目,chiyoda-bunka-toshokan,
2026,expenditure,131016:2026:expenditure:approved:1dcb72418cbb9904,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:1dda1659e5b2421c,assigned,09,09.5,"",retained,項,chiyoda-bunka-other,
2026,expenditure,131016:2026:expenditure:approved:1e3b4785ede23efb,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:1f06e1f8dc31c697,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:1f1b8ab703956e0f,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:1f3ba1bb02269e1f,assigned,08,08.2,"",retained,目,chiyoda-bunka-toshokan,
2026,expenditure,131016:2026:expenditure:approved:1f75bcaed1142d67,out-of-scope,"","","",retained,項,chiyoda-tsumitate,
2026,expenditure,131016:2026:expenditure:approved:1fa769048eb2db8b,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:1fc0152acbc9e63a,assigned,01,"","",retained,項,chiyoda-chiiki-other,
2026,expenditure,131016:2026:expenditure:approved:20aeb3d86565b77f,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:20b23450e92c5cfd,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:20e0678d5c175fd2,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:2132a2453645e7a0,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:2173acbc0270a733,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:21811172cb3a9113,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:219d42670e2b85d3,assigned,04,04.5,04.5.1,retained,項,chiyoda-doro,
2026,expenditure,131016:2026:expenditure:approved:2200dacf2cdf5e8c,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:220482073108426e,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:22a5bfef8e0db177,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:23e9767c33a0be1a,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:24342126237a3b4a,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:24d688e1590500ab,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:24f11509fe7d319a,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:2523a8dac5fff10c,assigned,09,09.2,"",retained,目,chiyoda-gakko-chuto,
2026,expenditure,131016:2026:expenditure:approved:2568adde1174d95a,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:256ebdcbda406d8e,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:258229714f1adfa2,assigned,01,"","",retained,項,chiyoda-chiiki-other,
2026,expenditure,131016:2026:expenditure:approved:25e7dd32e6e1b39c,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:2672067eab5bb4da,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:27e275e70d2986e6,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:27e657bf53d88878,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:2800dc3c889a8654,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:28f88554b148dfee,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:2945513994757848,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:29475896b0d1051d,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:2b509784873fa876,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:2b52c9394ebd8cae,assigned,08,08.1,"",retained,目,chiyoda-kouen,
2026,expenditure,131016:2026:expenditure:approved:2c23ab2193adb9ec,assigned,09,09.2,"",retained,目,chiyoda-gakko-chuto,
2026,expenditure,131016:2026:expenditure:approved:2c30216028e7337a,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:2c56e772a8e31a14,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:2cc5f089c37073e2,assigned,06,06.2,"",retained,項,chiyoda-toshi-other,
2026,expenditure,131016:2026:expenditure:approved:2d0032e1d934a2bb,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:2ddbf9cfff5ac2ad,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:2ded45d8e987b5cb,assigned,05,05.1,"",retained,項,chiyoda-seiso,
2026,expenditure,131016:2026:expenditure:approved:2e85db5a87c70b40,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:2eb62eab3928b7ee,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:2ec1f33cf8313607,assigned,04,04.7,"",retained,目,chiyoda-chiiki-shoko,
2026,expenditure,131016:2026:expenditure:approved:2ef30210ccae9dbc,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:2f5664fe3ff862d1,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:2f726c0c3daf5082,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:2f941fd332ca4aa2,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:2fe1aa1bd60a973f,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:3040d2445042781c,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:304823d975d0ec3e,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:306256f7bdc14e6d,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:306678bace5d5fe5,assigned,09,09.5,"",retained,項,chiyoda-gakko-other,
2026,expenditure,131016:2026:expenditure:approved:307c28815a1d253f,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:3097cb5dc21b37d0,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:30e2cf5a7a3c9f47,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:311a7f735fef62e3,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:31356ab50a148558,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:313c316203c28d12,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:3147073b04412639,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:325b95389295b400,assigned,01,"","",retained,項,chiyoda-shokuin-other,
2026,expenditure,131016:2026:expenditure:approved:329b5254e3c2eb87,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:32b9019048d2fc48,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:333b778e9432b8fd,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:336d35c3cae0b556,assigned,07,"","",retained,目,chiyoda-kurikoshi-kokuho,
2026,expenditure,131016:2026:expenditure:approved:3385d94842345d16,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:338d95bd5d2992d3,assigned,01,"","",retained,項,chiyoda-chiiki-other,
2026,expenditure,131016:2026:expenditure:approved:33a298bc13971fa4,assigned,06,06.1,"",retained,目,chiyoda-jutaku,
2026,expenditure,131016:2026:expenditure:approved:33a4cfa935c0786c,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:33a921fc15ae531d,assigned,08,08.1,"",retained,目,chiyoda-bunka-sports,
2026,expenditure,131016:2026:expenditure:approved:33bd8123f19b9d5f,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:33c5301938d211a1,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:343e6520c8ed8d7f,assigned,07,"","",retained,目,chiyoda-kurikoshi-kokuho,
2026,expenditure,131016:2026:expenditure:approved:3517719bb8209cd3,assigned,05,05.1,"",retained,項,chiyoda-seiso,
2026,expenditure,131016:2026:expenditure:approved:3529892baf2318f6,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:352d16beb42d4b39,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:359202ed28beb53c,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:35dc5053e784211f,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:363727341837a5bb,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:3730fb1c80a5d122,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:38b7d9e5947863b5,assigned,09,09.1,"",retained,目,chiyoda-gakko-shoto,
2026,expenditure,131016:2026:expenditure:approved:38bf218ad233f9b0,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:3910d80e540411ab,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:39200fada857e296,assigned,08,08.1,"",retained,目,chiyoda-bunka-sports,
2026,expenditure,131016:2026:expenditure:approved:3984bbed32913772,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:39c4261c23fc9234,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:39f4a0c32dc714eb,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:3a14f659cb8eb504,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:3a2c1ebaa07ffb1e,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:3a459c527dc0969e,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:3a4fd023c549feee,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:3a7b92cac908f035,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:3abe68c2761bbe64,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:3ae64cb8e7d0b689,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:3b02dcb66b64ac40,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:3b15d64a2cb1c0da,assigned,10,10.1,"",retained,目,chiyoda-shogaisha,
2026,expenditure,131016:2026:expenditure:approved:3b5098dcd20a92d5,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:3b7f3653e6a88e2c,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:3bf42d08da7a7609,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:3c49dca3aa110d44,assigned,09,09.6,"",retained,目,chiyoda-gakko-hoken,
2026,expenditure,131016:2026:expenditure:approved:3cd90c5a81e0d9f4,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:3d32862e81ec5bd0,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:3d6f0b69ab280dab,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:3daeb6808bd61fe7,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:3e631d9cfebe7460,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:3ebf7bcf20673104,assigned,09,09.1,"",retained,目,chiyoda-gakko-shoto,
2026,expenditure,131016:2026:expenditure:approved:40336935381b3f92,assigned,10,10.2,"",retained,目,chiyoda-koreisha,
2026,expenditure,131016:2026:expenditure:approved:415025c38e9a573a,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
2026,expenditure,131016:2026:expenditure:approved:417d50b0fec6c92e,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:421fa6365a508a10,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:422e3e77b2719bf7,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:42dd77ed0aa77ecf,assigned,01,"","",retained,款,somu,
2026,expenditure,131016:2026:expenditure:approved:4367a6a26047c05e,assigned,05,05.1,"",retained,項,chiyoda-seiso,
2026,expenditure,131016:2026:expenditure:approved:4375c45959485555,assigned,09,09.5,"",retained,項,chiyoda-bunka-other,
2026,expenditure,131016:2026:expenditure:approved:43a29a9d0004b0ff,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:43cfa0498c4158d5,assigned,07,"","",retained,項,chiyoda-kenko,
2026,expenditure,131016:2026:expenditure:approved:43d856d16373d795,assigned,10,10.4,"",retained,項,chiyoda-kodomo-katei,
2026,expenditure,131016:2026:expenditure:approved:4412491fb2d9d157,assigned,10,"","",retained,項,chiyoda-fukushi-kanri,
2026,expenditure,131016:2026:expenditure:approved:4513841202e5c039,assigned,08,08.1,"",retained,目,chiyoda-bunka-sports,
2026,expenditure,131016:2026:expenditure:approved:4554afbe86107800,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:45a6784febbe80be,assigned,06,06.2,"",retained,目,chiyoda-chiiki-shisetsu,
2026,expenditure,131016:2026:expenditure:approved:45ab5162c8a23632,assigned,09,09.5,"",retained,項,chiyoda-bunka-other,
2026,expenditure,131016:2026:expenditure:approved:45c4521179f07ff6,assigned,09,09.8,"",retained,項,chiyoda-kodomo-kanri,
