fiscal_year,direction,fund_code,fund_label,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,name_source,master_kan_code,master_kan_name,master_kou_code,master_kou_name,master_kind,master_basis
2026,expenditure,"",一般会計,2,子ども費,3,子ども家庭費,1,子ども家庭福祉費,statement-pdf,,,,,addition,款名「子ども費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,2,子ども費,3,子ども家庭費,2,保育園費,statement-pdf,,,,,addition,款名「子ども費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,2,子ども費,3,子ども家庭費,3,こども園費,statement-pdf,,,,,addition,款名「子ども費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,2,子ども費,3,子ども家庭費,4,子ども施設建設費,statement-pdf,,,,,addition,款名「子ども費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,1,保健福祉管理費,1,保健福祉総務費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,2,高齢者・障害者費,1,高齢者福祉費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,2,高齢者・障害者費,2,障害者福祉費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,2,高齢者・障害者費,3,高齢者施設建設費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,2,高齢者・障害者費,4,障害者施設建設費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,3,生活保護費,1,生活保護総務費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,3,生活保護費,2,扶助費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,4,健康衛生費,1,健康推進費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,4,健康衛生費,2,公害保健費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,3,保健福祉費,4,健康衛生費,3,生活衛生費,statement-pdf,,,,,addition,款名「保健福祉費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,1,地域振興管理費,1,地域振興総務費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,1,地域振興管理費,2,基幹統計費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,1,地域振興管理費,3,区民施設費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,1,地域振興管理費,4,商工振興費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,1,地域振興管理費,5,観光費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,1,地域振興管理費,6,区民施設建設費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,2,総合窓口費,1,戸籍住民基本台帳費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,2,総合窓口費,2,総合窓口費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,3,税務費,1,税務総務費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,3,税務費,2,賦課徴収費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,4,文化学習スポーツ費,1,生涯学習振興費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,4,文化学習スポーツ費,2,スポーツ振興費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,4,文化学習スポーツ費,3,図書文化財費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,4,地域振興費,4,文化学習スポーツ費,4,社会教育施設建設費,statement-pdf,,,,,addition,款名「地域振興費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,1,環境まちづくり管理費,1,環境まちづくり総務費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,1,環境まちづくり管理費,2,環境保全費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,1,環境まちづくり管理費,3,公害対策費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,2,都市整備費,1,都市整備総務費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,2,都市整備費,2,地域整備費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,2,都市整備費,3,住宅整備費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,2,都市整備費,4,建築事務費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,2,都市整備費,5,住宅建設費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,1,道路橋梁総務費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,2,道路維持費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,3,道路新設改良費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,4,受託事業費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,5,私道整備費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,6,公園維持費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,3,道路公園費,7,河川維持費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,4,清掃リサイクル費,1,清掃リサイクル総務費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,5,環境まちづくり費,4,清掃リサイクル費,2,清掃リサイクル事業費,statement-pdf,,,,,addition,款名「環境まちづくり費」。千代田区の歳出の款は組織別に再編されており、法定の款（民生費・衛生費・教育費・土木費など）に一対一で対応しない。様式の備考1は行政権能の差による款の追加を認めているが、これは追加ではなく体系の再編であり、**どの法定の款と同一かを決める根拠が無い**ので対応先を空のまま追加として登録する（三鷹市のスポーツ推進費・生涯学習費と同じ扱い）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,1,一般管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,2,広報費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,3,企画財政費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,4,会計管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,5,施設経営費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,6,情報処理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,7,災害対策費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,1,総務管理費,8,職員住宅建設費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2026,expenditure,"",一般会計,6,総務費,2,選挙費,1,選挙管理委員会費,statement-pdf,2,総務費,4,選挙費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
