jurisdiction_code,fiscal_year,direction,budget_line_id,cofog_status,cofog_division,cofog_consolidation,cofog_decided_at_level,cofog_rule_id,cofog_counterpart_fund
132047,2024,expenditure,132047:2024:expenditure:approved:03b96619a3dec2bf,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:03c30ef348c121db,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:03d58fd7f970167b,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:03e4d0163a2f9924,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:03eb9ed4055b97ea,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:03ed40a97bb20860,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:03f8291f3fd4012d,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0404ff6d89fc8b49,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:040649617bae00f2,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0408315b86a7b0f1,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:04132716759b96e5,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:041b71cadf0faa8a,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:041d35b278136e84,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:041f26a9236b1c51,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:0426e239f16ec38f,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0433e6c51eecccb5,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:043b732585374099,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0443aff62cd7c5b7,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:0445e692bfe887b8,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:044a4fc57aee5cba,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:045cd245c0122ae6,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0474504ff10d125c,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0474fb61c89fb6be,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0476e78adc4b3138,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:04901b6e98b8d4e1,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:04a0175d1589d2dc,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:04a4b43c03525129,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:04b364219cda9808,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:04b8b52a50538f77,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:04c42834ab9f8a4e,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:04de5815f762652e,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:04deb9af83191c88,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:04eaacc1801b3ee3,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:04ecd1817cb62192,assigned,08,retained,目,shogaigakushu-toshokan,
132047,2024,expenditure,132047:2024:expenditure:approved:04f4237a082bba0c,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:04fe457b1afb96f3,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:050392e8f3562271,assigned,04,retained,款,rodo,
132047,2024,expenditure,132047:2024:expenditure:approved:0508c176b38a5693,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:050f4e7ae0735405,assigned,01,retained,款,gikai,
132047,2024,expenditure,132047:2024:expenditure:approved:05263c47af85a38a,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:053609789089aea2,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:0546199a044699ab,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0548d1114edddbc4,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:054e1d8c483fda34,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:056a3fe459210e21,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0582e097e5210b44,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0588c2ca1f15d966,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:05a539fc96141038,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:05c4fe2ee93b03e4,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:05d82924cdf810bb,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:05d8a8002f90d4f8,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:05e6c594c9db1cdc,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:05e9a3df3a5a8e5d,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:06112e296fe87534,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:061723660061c534,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:062a10cf522c5eec,out-of-scope,"",retained,項,refund,
132047,2024,expenditure,132047:2024:expenditure:approved:063b51158010c36b,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:0655370302310ad8,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0658cb6aa87973d9,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:0665570536bf78ea,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:066ba364e1572659,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:066df4b77ed845fd,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:06794be543347aba,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0679e50965cd793f,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:0684294f49310022,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0684fdfd165727c3,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:06b8637320ded3dc,assigned,10,retained,会計,fund-kaigo-service,
132047,2024,expenditure,132047:2024:expenditure:approved:06bac20cf17ddd90,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:06be1f01d3a01927,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:06caf2b4ce90a73b,assigned,08,retained,目,shogaigakushu-toshokan,
132047,2024,expenditure,132047:2024:expenditure:approved:06e0e1ef5588eeed,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:06e312981801ad93,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:06e9886f88a197bd,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:06fc0ae05b11ce59,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0707df4fcbf44bbf,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:07081f74ed7878ee,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:071fd26e4ad687a1,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:0725f1f1d4e1d737,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:07281bfd50b339ba,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:072cdaf54c97583c,assigned,10,retained,会計,fund-kaigo-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:072df6549a929460,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:073505428f915dee,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:0746eab2b0063b4a,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0764cefd1fd1eed2,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0771d25e73428dc6,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:077e270b96eca328,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:07850bea70e03833,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:078baee6787cac20,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:079248cc4a1abcb4,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:07975911280756b7,assigned,10,retained,会計,fund-kaigo-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:07a2c3d654e6629a,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:07aa9fbfbfd3fa17,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:07d8d65929e6ac57,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:07e47862e9a232dd,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:07e592f94a222981,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:07e8ece0b1fd7e14,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:07f1f0b2abeedaf2,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:07fe79b27da56e35,assigned,08,retained,目,shogaigakushu-toshokan,
132047,2024,expenditure,132047:2024:expenditure:approved:080f44309cafbb9d,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:081d3c7b14df45c5,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:0826c5cd1f6d4098,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0831058f9ca4fae6,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:083aecc62249d993,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:08474146708a1dce,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:084e62f9efb41f2f,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:084fc2c4b5f239e0,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:08601ffb79e189d6,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0877216948465f24,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:087967c7ffeb00d7,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:087a11bdea7017cc,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:088db94eb2c1e84e,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0897383ed6ef690f,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:08a03462b0db052a,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:08a13455c7d4159c,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:08a145f6aea6e7ca,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:08a954ff611fb111,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:08ce2563d86b9744,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:08d1fc5a46f8a6fa,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:08da18e71a31b092,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:08de94ddb256b419,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:08e5b734c003f6bd,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:08fd161bdd31add3,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:08fd17645f4bef4c,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0902d9d0b80f1aab,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:090698a2c7e9747a,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:092e0c758a7258e7,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:094ce83cbfafb1f4,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0959b14aca5e6c10,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:097c0c6fce17b571,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0984c787d08e5d69,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:09853e44bd28cb15,assigned,06,retained,項,doboku-jutaku,
132047,2024,expenditure,132047:2024:expenditure:approved:0986b239d5d3a93e,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:098d71564a8da818,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:09cae3bb085d6204,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:09cfc3d89569569c,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:09e237936fddde53,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:09e59349688f192c,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:09ec09060197f70d,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:09f133d1a2c6d1ab,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:09f7435f971f1d66,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:09f8210b7f6eb523,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0a0ef236f71094d0,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0a10ca76539e59d5,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0a3af3685e1a0467,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0a6ce2f00608ab25,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0a6e32ca1ab8a24e,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0a7b04fd04cead77,assigned,04,retained,款,norin,
132047,2024,expenditure,132047:2024:expenditure:approved:0a8a090f96ebd92b,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0ab6d61ba0790e6d,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:0abe27674151351d,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0af2547919910b53,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0af6dee527e12e23,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:0b020f9d049225a2,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:0b0a55e06ca1ef19,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0b237a78684124c1,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0b23abda7804cc48,assigned,06,retained,項,doboku-jutaku,
132047,2024,expenditure,132047:2024:expenditure:approved:0b305d27858cb1cd,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0b4ec301c0eb62ca,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0b5f4d809615d340,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0b71e2a4c26fa297,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0b83af3b95520ab8,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0b8840f51d0cfdce,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:0ba8a06340b6f441,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:0ba9ac2e64dd66ef,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0bab44bf38b8a36b,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0bb234e354ade7d4,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:0bcc9532073e6d53,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0bcfd234cbc6d26c,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0bf871df300efb0b,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:0c01d6b9716ee415,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0c071daa4c9fb62e,assigned,08,retained,目,shogaigakushu-toshokan,
132047,2024,expenditure,132047:2024:expenditure:approved:0c24d3f0c6ff5723,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:0c2be2f03cf11a7e,assigned,04,retained,款,norin,
132047,2024,expenditure,132047:2024:expenditure:approved:0c377a6115750740,assigned,10,retained,会計,fund-kaigo-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:0c3b91607621b23c,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0c4b743b3203b8cd,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0c5a90bf84bc4fc2,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0c5f760ebcf303e4,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:0c6929726f9b8622,assigned,10,retained,款,minsei,
