fiscal_year,direction,budget_line_id,cofog_status,cofog_division,cofog_consolidation,cofog_decided_at_level,cofog_rule_id,cofog_counterpart_fund
2018,expenditure,132195:2018:expenditure:settlement:09db602c8c7bcc93,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:09ea632573e5a7de,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:0a00d36a12c0c0cd,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0a3c508e800b5346,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0a66d41ef3a4d5b0,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0a9bcb6cd0c0bd5d,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:0ac6cabe2e477eb1,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:0acacdbd03e94639,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0adc9b43a1a478a5,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:0af9c172c7e817a6,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0b322f9eabfd3e17,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0b3ae791a8b23c03,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0b5aa16ac75f0b5c,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0b5bf6a5c9238989,assigned,07,retained,会計,komae-fund-kokuho,
2018,expenditure,132195:2018:expenditure:settlement:0b79294a8709d8fa,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0b79f36cd63cf3bc,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0ba8f75897bbfe17,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0bb5aa4b3c1fa1b0,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0bbbedcdc88774b9,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0bdc46d7046bc5d1,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:0bdde22e0cce491e,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0c58e562745a2b63,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0cc65475168ea2e4,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:0ce96ed6f8fc0abf,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d086c7504f8e245,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d09a37b6e62fd57,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d1eb778c6cc0853,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:0d261b87e53c3164,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d28e54dae61185b,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d3a15492916da19,assigned,07,retained,会計,komae-fund-kokuho,
2018,expenditure,132195:2018:expenditure:settlement:0d3e7cb1f7795740,unclassifiable,"",retained,款,komae-kan-doboku,
2018,expenditure,132195:2018:expenditure:settlement:0d585a85f4390349,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:0d6e989f366db244,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d77c2b25fda6554,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0d809f7a04445220,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:0d84983a27ed7177,assigned,07,retained,会計,komae-fund-kouki,
2018,expenditure,132195:2018:expenditure:settlement:0d89da2927b56b0d,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0dad0f491d11189d,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0db1a653fe1c7f32,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0db3010c5937bbb3,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0df2996b6d6c8081,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0df7d5a44d31404a,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:0dfa3a08987527bb,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:0e15bb2f287617b4,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0e17229c7b3b4121,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0e392c2b90ce0a97,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0e466618f42c8344,assigned,01,retained,款,komae-kan-gikai,
2018,expenditure,132195:2018:expenditure:settlement:0e7e5b6639f668ef,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0e87c5acacc419f4,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:0e9e1778e0b8f5d3,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0ebb118d8141190b,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0ed8d44b01edbde2,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0f005aed80d0d4d9,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0f213af274aeeed6,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:0f2152dbac01f8b2,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0f2a080eb5aa6d41,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0f3aff59c015d322,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:0f59e615ce9c1392,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:0f910bf2c9bb3e9a,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:0fd2f262a57096d3,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:0ffa4747627c3e41,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1004d0921af2cb78,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:102375748f9bc6a0,assigned,04,retained,款,komae-kan-shoko,
2018,expenditure,132195:2018:expenditure:settlement:102f3be7ee99f5a9,assigned,03,retained,款,komae-kan-shobo,
2018,expenditure,132195:2018:expenditure:settlement:103125999cfab5d3,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1038e73a6f9dfbb6,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:104ffbd00f453150,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:105044ca99ebccf0,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:105087cfd8fdeba6,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:10681443d1e0b0a1,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:106be69a96eb1398,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1087156e57e17840,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:108f53af4dcc0a3d,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1095c41578abe7ee,unclassifiable,"",retained,款,komae-kan-doboku,
2018,expenditure,132195:2018:expenditure:settlement:10ca559b3f901e51,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:10ffed1be3702c45,assigned,07,retained,会計,komae-fund-kokuho,
2018,expenditure,132195:2018:expenditure:settlement:115277958718e560,assigned,04,retained,款,komae-kan-norin,
2018,expenditure,132195:2018:expenditure:settlement:1160981eefb5a98f,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:117a951d901a4ea7,assigned,03,retained,款,komae-kan-shobo,
2018,expenditure,132195:2018:expenditure:settlement:119ba3a8dec5924d,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:12136879ed58f872,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:124e27142b875d26,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:126b213d896fa746,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:12abbea934f274cb,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:12e0b60a999ea9df,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:12ec23a2f7257714,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:13152b434f9c986c,unclassifiable,"",retained,款,komae-kan-doboku,
2018,expenditure,132195:2018:expenditure:settlement:131bcf0c68a0826b,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1374fadfa78942d8,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:13c64676d6ee91f7,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:13c7689c3b4331f8,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:13f3f484ee5d606a,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1408dd8aa8da85be,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:140f06a72177697f,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:143bac4308150d9f,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:14906018cc4211cc,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:14df155ab7613700,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:14e9199ad2632d92,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:14f7c89c20d389c5,assigned,04,retained,款,komae-kan-norin,
2018,expenditure,132195:2018:expenditure:settlement:14f7de458cacd175,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:15259487bcc3c5e9,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1537f40d1288f747,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:15469fcfac94e3fe,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:15583b2b70464de5,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1570927bdead165d,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1581dd3aec255630,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:15a00763726472b7,unclassifiable,"",retained,款,komae-kan-doboku,
2018,expenditure,132195:2018:expenditure:settlement:15e9b47e06cfbc81,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1613eff05102bd90,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:161ab8fd362c54da,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:16211e38a27cce4f,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:163861c307c8eada,assigned,04,retained,款,komae-kan-shoko,
2018,expenditure,132195:2018:expenditure:settlement:167a81a0634ffd3f,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:16aa106e554ca114,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:16aba4ab9b01d195,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:16e24aba0de2234b,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:16e6b38d590109d7,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:16fcff8f2f76a877,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:17091e43af6062a5,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1714f422be7bf699,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:171bd67e57784dbf,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:174eeca9c68b6ec0,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:17759e183ede0df0,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:17c824faa161f056,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1824056ed0edef57,assigned,03,retained,款,komae-kan-shobo,
2018,expenditure,132195:2018:expenditure:settlement:1839ee040698d0e7,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:18604933bf489c88,assigned,04,retained,款,komae-kan-shoko,
2018,expenditure,132195:2018:expenditure:settlement:1884257c0b59810f,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:188b8fe1201dcae6,assigned,05,retained,会計,komae-fund-sewer,
2018,expenditure,132195:2018:expenditure:settlement:18bd5f0a6466a278,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:18c5fdfdff3b7329,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:18d91253c94985ed,unclassifiable,"",retained,款,komae-kan-doboku,
2018,expenditure,132195:2018:expenditure:settlement:18f775c7fba07cde,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:19641092fd831dc4,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:19aaa2c763fdbf4d,assigned,03,retained,款,komae-kan-shobo,
2018,expenditure,132195:2018:expenditure:settlement:19b42221e5d1afa3,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:19e106b5f03f9168,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:19f8b1ec824a6fa6,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1a07709ba6432531,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1a2fcafdc5285be8,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1a3204d393061fc8,unclassifiable,"",retained,款,komae-kan-doboku,
2018,expenditure,132195:2018:expenditure:settlement:1a345a1429a85dff,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1a635e33154033eb,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:1a917c9095a07131,assigned,07,retained,会計,komae-fund-kouki,
2018,expenditure,132195:2018:expenditure:settlement:1a94266c24b4ae51,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:1aa3048c2e8084e1,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:1ad5886336203290,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:1add3cb13489a8f2,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1ade77c34968e5d5,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:1aeaf310f5cc8b91,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1b2f70e33226fe10,assigned,10,retained,款,komae-kan-minsei,
2018,expenditure,132195:2018:expenditure:settlement:1b35bed073ee7125,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:1b3b375ce649338b,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1b849cb735f637b5,assigned,04,retained,款,komae-kan-norin,
2018,expenditure,132195:2018:expenditure:settlement:1b84cb409187ee04,assigned,10,retained,会計,komae-fund-kaigo,
2018,expenditure,132195:2018:expenditure:settlement:1b85d78f35851e9c,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1ba6d88dff234564,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1bbf9fe5f7267688,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1bc2aaecab18d2d0,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1bd99fa3607662a1,assigned,01,retained,款,komae-kan-somu,
2018,expenditure,132195:2018:expenditure:settlement:1bf5efc8c2e58458,unclassifiable,"",retained,款,komae-kan-eisei,
2018,expenditure,132195:2018:expenditure:settlement:1c1e905813bfe294,unclassifiable,"",retained,款,komae-kan-kyoiku,
2018,expenditure,132195:2018:expenditure:settlement:1c24729b2c4181a1,unclassifiable,"",retained,款,komae-kan-kyoiku,
