budget_line_id,fiscal_year,phase_id,phase_label,source_row,org_code,org_label,budget_class_code,budget_class_label,fund_code,fund_label,kan_code,kan_label,kou_code,kou_label,moku_code,moku_label,daijigyo_code,daijigyo_label,chujigyo_code,chujigyo_label,shojigyo_code,shojigyo_label,setsu_code,setsu_label,saisetsu_code,saisetsu_label,saisaisetsu_code,saisaisetsu_label,value,source_amount,source_amount_unit
132195:2018:expenditure:settlement:1408dd8aa8da85be,2018,adjusted,予算現額,6,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",11,需用費,0,"",0,"",801000,801000,円
132195:2018:expenditure:settlement:1408dd8aa8da85be,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,6,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",11,需用費,0,"",0,"",801000,801000,円
132195:2018:expenditure:settlement:1408dd8aa8da85be,2018,executed,執行済額,6,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",11,需用費,0,"",0,"",780141,780141,円
132195:2018:expenditure:settlement:7afa3ae4369408eb,2018,adjusted,予算現額,7,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",12,役務費,0,"",0,"",12450125,12450125,円
132195:2018:expenditure:settlement:7afa3ae4369408eb,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,7,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",12,役務費,0,"",0,"",11432000,11432000,円
132195:2018:expenditure:settlement:7afa3ae4369408eb,2018,executed,執行済額,7,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",12,役務費,0,"",0,"",12450125,12450125,円
132195:2018:expenditure:settlement:6e88a0a38589a217,2018,adjusted,予算現額,8,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",13,委託料,0,"",0,"",4420000,4420000,円
132195:2018:expenditure:settlement:6e88a0a38589a217,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,8,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",13,委託料,0,"",0,"",4420000,4420000,円
132195:2018:expenditure:settlement:6e88a0a38589a217,2018,executed,執行済額,8,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",13,委託料,0,"",0,"",4419360,4419360,円
132195:2018:expenditure:settlement:cc64d0ea4fb96416,2018,adjusted,予算現額,9,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",14,使用料及び賃借料,0,"",0,"",6423000,6423000,円
132195:2018:expenditure:settlement:cc64d0ea4fb96416,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,9,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",14,使用料及び賃借料,0,"",0,"",6423000,6423000,円
132195:2018:expenditure:settlement:cc64d0ea4fb96416,2018,executed,執行済額,9,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",14,使用料及び賃借料,0,"",0,"",6318393,6318393,円
132195:2018:expenditure:settlement:3aa3ef03fbea917d,2018,adjusted,予算現額,10,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",18,備品購入費,0,"",0,"",24000,24000,円
132195:2018:expenditure:settlement:3aa3ef03fbea917d,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,10,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",18,備品購入費,0,"",0,"",24000,24000,円
132195:2018:expenditure:settlement:3aa3ef03fbea917d,2018,executed,執行済額,10,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",1,"",0,"",0,"",18,備品購入費,0,"",0,"",16902,16902,円
132195:2018:expenditure:settlement:bde2d94783449f2e,2018,adjusted,予算現額,11,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",11,需用費,0,"",0,"",1206667,1206667,円
132195:2018:expenditure:settlement:bde2d94783449f2e,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,11,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",11,需用費,0,"",0,"",2061000,2061000,円
132195:2018:expenditure:settlement:bde2d94783449f2e,2018,executed,執行済額,11,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",11,需用費,0,"",0,"",1181987,1181987,円
132195:2018:expenditure:settlement:aff301cfc1fab9c4,2018,adjusted,予算現額,12,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",13,委託料,0,"",0,"",4340208,4340208,円
132195:2018:expenditure:settlement:aff301cfc1fab9c4,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,12,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",13,委託料,0,"",0,"",4504000,4504000,円
132195:2018:expenditure:settlement:aff301cfc1fab9c4,2018,executed,執行済額,12,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",13,委託料,0,"",0,"",4287297,4287297,円
132195:2018:expenditure:settlement:44752322d1edecb7,2018,adjusted,予算現額,13,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",14,使用料及び賃借料,0,"",0,"",435000,435000,円
132195:2018:expenditure:settlement:44752322d1edecb7,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,13,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",14,使用料及び賃借料,0,"",0,"",435000,435000,円
132195:2018:expenditure:settlement:44752322d1edecb7,2018,executed,執行済額,13,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",14,使用料及び賃借料,0,"",0,"",287135,287135,円
132195:2018:expenditure:settlement:635314c2a009348e,2018,adjusted,予算現額,14,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",18,備品購入費,0,"",0,"",422000,422000,円
132195:2018:expenditure:settlement:635314c2a009348e,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,14,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",18,備品購入費,0,"",0,"",422000,422000,円
132195:2018:expenditure:settlement:635314c2a009348e,2018,executed,執行済額,14,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",2,"",2,"",0,"",0,"",18,備品購入費,0,"",0,"",421200,421200,円
132195:2018:expenditure:settlement:48f0cfe94e7a0801,2018,adjusted,予算現額,15,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",3,"",4,"",0,"",0,"",11,需用費,0,"",0,"",62000,62000,円
132195:2018:expenditure:settlement:48f0cfe94e7a0801,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,15,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",3,"",4,"",0,"",0,"",11,需用費,0,"",0,"",62000,62000,円
132195:2018:expenditure:settlement:48f0cfe94e7a0801,2018,executed,執行済額,15,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",3,"",4,"",0,"",0,"",11,需用費,0,"",0,"",61380,61380,円
132195:2018:expenditure:settlement:f29c4ea8985737b2,2018,adjusted,予算現額,16,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",3,"",4,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",167000,167000,円
132195:2018:expenditure:settlement:f29c4ea8985737b2,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,16,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",3,"",4,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",167000,167000,円
132195:2018:expenditure:settlement:f29c4ea8985737b2,2018,executed,執行済額,16,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",3,"",4,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",166400,166400,円
132195:2018:expenditure:settlement:77261b63d550c203,2018,adjusted,予算現額,17,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",9,旅費,0,"",0,"",108000,108000,円
132195:2018:expenditure:settlement:77261b63d550c203,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,17,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",9,旅費,0,"",0,"",108000,108000,円
132195:2018:expenditure:settlement:77261b63d550c203,2018,executed,執行済額,17,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",9,旅費,0,"",0,"",101045,101045,円
132195:2018:expenditure:settlement:8afdcff4afd41565,2018,adjusted,予算現額,18,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",11,需用費,0,"",0,"",9000,9000,円
132195:2018:expenditure:settlement:8afdcff4afd41565,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,18,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",11,需用費,0,"",0,"",9000,9000,円
132195:2018:expenditure:settlement:8afdcff4afd41565,2018,executed,執行済額,18,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",11,需用費,0,"",0,"",8877,8877,円
132195:2018:expenditure:settlement:c0e21780a3f0f023,2018,adjusted,予算現額,19,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",12,役務費,0,"",0,"",1711000,1711000,円
132195:2018:expenditure:settlement:c0e21780a3f0f023,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,19,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",12,役務費,0,"",0,"",1711000,1711000,円
132195:2018:expenditure:settlement:c0e21780a3f0f023,2018,executed,執行済額,19,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",1,"",0,"",0,"",12,役務費,0,"",0,"",1710720,1710720,円
132195:2018:expenditure:settlement:fdb092c12ff68ca8,2018,adjusted,予算現額,20,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",8,報償費,0,"",0,"",321978,321978,円
132195:2018:expenditure:settlement:fdb092c12ff68ca8,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,20,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",8,報償費,0,"",0,"",325000,325000,円
132195:2018:expenditure:settlement:fdb092c12ff68ca8,2018,executed,執行済額,20,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",8,報償費,0,"",0,"",300000,300000,円
132195:2018:expenditure:settlement:14906018cc4211cc,2018,adjusted,予算現額,21,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",11,需用費,0,"",0,"",74022,74022,円
132195:2018:expenditure:settlement:14906018cc4211cc,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,21,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",11,需用費,0,"",0,"",71000,71000,円
132195:2018:expenditure:settlement:14906018cc4211cc,2018,executed,執行済額,21,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",11,需用費,0,"",0,"",74022,74022,円
132195:2018:expenditure:settlement:6be0f74d8c2df547,2018,adjusted,予算現額,22,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",2000,2000,円
132195:2018:expenditure:settlement:6be0f74d8c2df547,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,22,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",2000,2000,円
132195:2018:expenditure:settlement:6be0f74d8c2df547,2018,executed,執行済額,22,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",2,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",2000,2000,円
132195:2018:expenditure:settlement:f61b3ab621f5a64d,2018,adjusted,予算現額,23,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",8,報償費,0,"",0,"",84000,84000,円
132195:2018:expenditure:settlement:f61b3ab621f5a64d,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,23,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",8,報償費,0,"",0,"",84000,84000,円
132195:2018:expenditure:settlement:f61b3ab621f5a64d,2018,executed,執行済額,23,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",8,報償費,0,"",0,"",0,0,円
132195:2018:expenditure:settlement:c51fb7b7967490f6,2018,adjusted,予算現額,24,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",11,需用費,0,"",0,"",6000,6000,円
132195:2018:expenditure:settlement:c51fb7b7967490f6,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,24,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",11,需用費,0,"",0,"",6000,6000,円
132195:2018:expenditure:settlement:c51fb7b7967490f6,2018,executed,執行済額,24,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",11,需用費,0,"",0,"",5940,5940,円
132195:2018:expenditure:settlement:554a46aca42ecb19,2018,adjusted,予算現額,25,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",12,役務費,0,"",0,"",27000,27000,円
132195:2018:expenditure:settlement:554a46aca42ecb19,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,25,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",12,役務費,0,"",0,"",27000,27000,円
132195:2018:expenditure:settlement:554a46aca42ecb19,2018,executed,執行済額,25,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",12,役務費,0,"",0,"",26880,26880,円
132195:2018:expenditure:settlement:28564251735d8380,2018,adjusted,予算現額,26,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",380000,380000,円
132195:2018:expenditure:settlement:28564251735d8380,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,26,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",380000,380000,円
132195:2018:expenditure:settlement:28564251735d8380,2018,executed,執行済額,26,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",3,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",380000,380000,円
132195:2018:expenditure:settlement:6cfe52e9b59ee480,2018,adjusted,予算現額,27,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",1,報酬,0,"",0,"",197000,197000,円
132195:2018:expenditure:settlement:6cfe52e9b59ee480,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,27,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",1,報酬,0,"",0,"",197000,197000,円
132195:2018:expenditure:settlement:6cfe52e9b59ee480,2018,executed,執行済額,27,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",1,報酬,0,"",0,"",139500,139500,円
132195:2018:expenditure:settlement:410fa4db41e2cf38,2018,adjusted,予算現額,28,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",8,報償費,0,"",0,"",364000,364000,円
132195:2018:expenditure:settlement:410fa4db41e2cf38,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,28,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",8,報償費,0,"",0,"",364000,364000,円
132195:2018:expenditure:settlement:410fa4db41e2cf38,2018,executed,執行済額,28,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",8,報償費,0,"",0,"",363720,363720,円
132195:2018:expenditure:settlement:dff7d01d490d9525,2018,adjusted,予算現額,29,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",9,旅費,0,"",0,"",20000,20000,円
132195:2018:expenditure:settlement:dff7d01d490d9525,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,29,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",9,旅費,0,"",0,"",20000,20000,円
132195:2018:expenditure:settlement:dff7d01d490d9525,2018,executed,執行済額,29,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",9,旅費,0,"",0,"",6360,6360,円
132195:2018:expenditure:settlement:b70db1e99f02071b,2018,adjusted,予算現額,30,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",11,需用費,0,"",0,"",20000,20000,円
132195:2018:expenditure:settlement:b70db1e99f02071b,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,30,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",11,需用費,0,"",0,"",20000,20000,円
132195:2018:expenditure:settlement:b70db1e99f02071b,2018,executed,執行済額,30,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",11,需用費,0,"",0,"",18000,18000,円
132195:2018:expenditure:settlement:5b12ee320b267814,2018,adjusted,予算現額,31,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",30000,30000,円
132195:2018:expenditure:settlement:5b12ee320b267814,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,31,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",30000,30000,円
132195:2018:expenditure:settlement:5b12ee320b267814,2018,executed,執行済額,31,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",4,"",0,"",0,"",19,負担金，補助及び交付金,0,"",0,"",21188,21188,円
132195:2018:expenditure:settlement:636c40cb97ca691e,2018,adjusted,予算現額,32,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",1,報酬,0,"",0,"",430840,430840,円
132195:2018:expenditure:settlement:636c40cb97ca691e,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,32,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",1,報酬,0,"",0,"",623000,623000,円
132195:2018:expenditure:settlement:636c40cb97ca691e,2018,executed,執行済額,32,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",1,報酬,0,"",0,"",316800,316800,円
132195:2018:expenditure:settlement:216719c6f03bf3ee,2018,adjusted,予算現額,33,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",8,報償費,0,"",0,"",117000,117000,円
132195:2018:expenditure:settlement:216719c6f03bf3ee,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,33,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",8,報償費,0,"",0,"",117000,117000,円
132195:2018:expenditure:settlement:216719c6f03bf3ee,2018,executed,執行済額,33,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",8,報償費,0,"",0,"",53732,53732,円
132195:2018:expenditure:settlement:1bc2aaecab18d2d0,2018,adjusted,予算現額,34,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",11,需用費,0,"",0,"",67000,67000,円
132195:2018:expenditure:settlement:1bc2aaecab18d2d0,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,34,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",11,需用費,0,"",0,"",67000,67000,円
132195:2018:expenditure:settlement:1bc2aaecab18d2d0,2018,executed,執行済額,34,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",11,需用費,0,"",0,"",64724,64724,円
132195:2018:expenditure:settlement:f08f6816e956a1a2,2018,adjusted,予算現額,35,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",12,役務費,0,"",0,"",23000,23000,円
132195:2018:expenditure:settlement:f08f6816e956a1a2,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,35,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",12,役務費,0,"",0,"",23000,23000,円
132195:2018:expenditure:settlement:f08f6816e956a1a2,2018,executed,執行済額,35,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",5,"",0,"",0,"",12,役務費,0,"",0,"",16795,16795,円
132195:2018:expenditure:settlement:01490748a5e3c306,2018,adjusted,予算現額,36,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",7,"",0,"",0,"",11,需用費,0,"",0,"",1082160,1082160,円
132195:2018:expenditure:settlement:01490748a5e3c306,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,36,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",7,"",0,"",0,"",11,需用費,0,"",0,"",890000,890000,円
132195:2018:expenditure:settlement:01490748a5e3c306,2018,executed,執行済額,36,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",7,"",0,"",0,"",11,需用費,0,"",0,"",1082160,1082160,円
132195:2018:expenditure:settlement:db838fa72877bf0b,2018,adjusted,予算現額,37,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",7,"",0,"",0,"",13,委託料,0,"",0,"",33490000,33490000,円
132195:2018:expenditure:settlement:db838fa72877bf0b,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,37,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",7,"",0,"",0,"",13,委託料,0,"",0,"",33490000,33490000,円
132195:2018:expenditure:settlement:db838fa72877bf0b,2018,executed,執行済額,37,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",7,"",0,"",0,"",13,委託料,0,"",0,"",33489280,33489280,円
132195:2018:expenditure:settlement:1f9d38c089b8e73c,2018,adjusted,予算現額,38,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",8,"",0,"",0,"",1,報酬,0,"",0,"",505668,505668,円
132195:2018:expenditure:settlement:1f9d38c089b8e73c,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,38,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",8,"",0,"",0,"",1,報酬,0,"",0,"",513000,513000,円
132195:2018:expenditure:settlement:1f9d38c089b8e73c,2018,executed,執行済額,38,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",8,"",0,"",0,"",1,報酬,0,"",0,"",382200,382200,円
132195:2018:expenditure:settlement:74e980811344e7ca,2018,adjusted,予算現額,39,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",8,"",0,"",0,"",9,旅費,0,"",0,"",7332,7332,円
132195:2018:expenditure:settlement:74e980811344e7ca,2018,adjusted-before-transfer,補正後予算額（流用・充用前）,39,100100,企画財政部・政策室,0,現年度,1,一般会計,2,"",1,"",7,"",8,"",0,"",0,"",9,旅費,0,"",0,"",0,0,円
