budget_line_id,fiscal_year,source_row,fund_code,fund_label,kan_code,kan_label,kou_code,kou_label,moku_code,moku_label,setsu_code,setsu_label,saisetsu_code,saisetsu_label,saisaisetsu_code,saisaisetsu_label,value,source_amount
132047:2024:revenue:approved:ac16e971cfeb66a3,2024,35,01,一般会計,13,分担金及び負担金,01,負担金,01,民生費負担金,02,保育所保育料負担金,01,市立保育所保育料負担金,01,現年度分,97580000,97580
132047:2024:revenue:approved:09d1bedd1c920abb,2024,36,01,一般会計,13,分担金及び負担金,01,負担金,01,民生費負担金,02,保育所保育料負担金,01,市立保育所保育料負担金,02,過年度分,612000,612
132047:2024:revenue:approved:e3cbe2691d470608,2024,37,01,一般会計,13,分担金及び負担金,01,負担金,01,民生費負担金,02,保育所保育料負担金,02,私立保育所保育料負担金,01,現年度分,307695000,307695
132047:2024:revenue:approved:c2970c5733720a29,2024,38,01,一般会計,13,分担金及び負担金,01,負担金,01,民生費負担金,02,保育所保育料負担金,02,私立保育所保育料負担金,02,過年度分,3304000,3304
132047:2024:revenue:approved:e7f4d3f4790aeede,2024,39,01,一般会計,13,分担金及び負担金,01,負担金,01,民生費負担金,03,母子福祉費負担金,01,母子生活支援施設入所措置費負担金,"",0,285000,285
132047:2024:revenue:approved:507e1d226d592e6e,2024,40,01,一般会計,13,分担金及び負担金,01,負担金,01,民生費負担金,03,母子福祉費負担金,02,入院助産措置費負担金,"",0,48000,48
132047:2024:revenue:approved:cbbf9c3d248b013c,2024,41,01,一般会計,13,分担金及び負担金,01,負担金,02,衛生費負担金,01,未熟児養育医療給付費負担金,01,未熟児養育医療給付費負担金,"",0,4030000,4030
132047:2024:revenue:approved:365b212f8fd887fe,2024,42,01,一般会計,13,分担金及び負担金,01,負担金,03,土木費負担金,01,道路掘削復旧工事監督事務費負担金,01,道路掘削復旧工事監督事務費負担金,"",0,11460000,11460
132047:2024:revenue:approved:a6ba49f32e484eff,2024,43,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,01,三鷹ネットワーク大学使用料,01,三鷹ネットワーク大学使用料,"",0,450000,450
132047:2024:revenue:approved:fa7be8ed21fd76a0,2024,44,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,02,市民センター使用料,01,市民センター事務室等使用料,"",0,814000,814
132047:2024:revenue:approved:8b1671801975c1be,2024,45,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,02,市民センター使用料,02,市民センター駐車場等使用料,"",0,9490000,9490
132047:2024:revenue:approved:905490f485a906f2,2024,46,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,03,地区公会堂使用料,01,地区公会堂使用料,"",0,1000,1
132047:2024:revenue:approved:734b9ced927accaf,2024,47,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,04,地区公会堂用地使用料,01,地区公会堂用地使用料,"",0,11000,11
132047:2024:revenue:approved:a8686df39c2ccf40,2024,48,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,05,コミュニティ・センタープール等使用料,01,コミュニティ・センタープール等使用料,"",0,1743000,1743
132047:2024:revenue:approved:89715c4036cb1455,2024,49,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,06,コミュニティ・センター用地等使用料,01,コミュニティ・センター用地等使用料,"",0,5000,5
132047:2024:revenue:approved:79e3be0185f81db7,2024,50,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,07,市民協働センター使用料,01,市民協働センター使用料,"",0,2750000,2750
132047:2024:revenue:approved:6bb79fda1e65072f,2024,51,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,01,芸術文化センター使用料,"",0,47900000,47900
132047:2024:revenue:approved:d7455c507fb99f6b,2024,52,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,02,美術ギャラリー使用料,"",0,2100000,2100
132047:2024:revenue:approved:abd60f922a1fd8d3,2024,53,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,03,公会堂使用料,"",0,39400000,39400
132047:2024:revenue:approved:056c8abfb72fb987,2024,54,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,04,みたか井心亭使用料,"",0,2600000,2600
132047:2024:revenue:approved:fd1bcaabf0146f7e,2024,55,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,05,山本有三記念館使用料,"",0,2000000,2000
132047:2024:revenue:approved:ad2e691d2b805ee9,2024,56,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,06,桜井浜江記念市民ギャラリー使用料,"",0,450000,450
132047:2024:revenue:approved:b4c3beaf97ec9409,2024,57,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,08,文化施設使用料,07,吉村昭書斎使用料,"",0,500000,500
132047:2024:revenue:approved:34a1d3c2c4f73226,2024,58,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,09,文化施設用地使用料,01,山本有三記念館用地使用料,"",0,4000,4
132047:2024:revenue:approved:cbecf54e2091e329,2024,59,01,一般会計,14,使用料及び手数料,01,使用料,01,総務使用料,10,三鷹市立アニメーション美術館内施設使用料,01,三鷹市立アニメーション美術館内施設使用料,"",0,1915000,1915
132047:2024:revenue:approved:f879c9eceadd2127,2024,60,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,01,福祉センター使用料,01,福祉センター使用料,"",0,750000,750
132047:2024:revenue:approved:e56c393b55edd071,2024,61,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,02,下連雀複合施設使用料,01,下連雀複合施設用地使用料,"",0,1000,1
132047:2024:revenue:approved:4686f050942de8b6,2024,62,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,02,下連雀複合施設使用料,02,下連雀複合施設施設使用料,"",0,1559000,1559
132047:2024:revenue:approved:eb8a809ea625c849,2024,63,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,03,福祉コアかみれん使用料,01,福祉コアかみれん用地使用料,"",0,2000,2
132047:2024:revenue:approved:6e35ba174bdae325,2024,64,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,03,福祉コアかみれん使用料,02,福祉コアかみれん施設使用料,"",0,1089000,1089
132047:2024:revenue:approved:dad7a548c315db84,2024,65,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,04,心身障がい児通所訓練施設なかよし教室使用料,01,心身障がい児通所訓練施設なかよし教室施設使用料,"",0,3359000,3359
132047:2024:revenue:approved:ebf018ef6d5e284e,2024,66,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,05,北野ハピネスセンター用地使用料,01,北野ハピネスセンター用地使用料,"",0,1000,1
132047:2024:revenue:approved:9a58a0e52663491d,2024,67,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,06,福祉住宅使用料,01,福祉住宅使用料,"",0,18739000,18739
132047:2024:revenue:approved:8e32911d0eb1c6c0,2024,68,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,07,生活リハビリセンター居室使用料,01,生活リハビリセンター居室使用料,"",0,2090000,2090
132047:2024:revenue:approved:b70f8d5b000ad912,2024,69,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,08,協働研究推進室等使用料,01,協働研究推進室等使用料,"",0,1147000,1147
132047:2024:revenue:approved:5f9f20d363c7cd2d,2024,70,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,09,旧どんぐり山居室使用料,01,旧どんぐり山居室使用料,"",0,1000,1
132047:2024:revenue:approved:d692b70ce5877dbf,2024,71,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,10,保育園用地使用料,01,保育園用地使用料,"",0,13000,13
132047:2024:revenue:approved:68d1798effcfb2f5,2024,72,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,11,子ども発達支援センター使用料,01,子ども発達支援センター使用料,"",0,184000,184
132047:2024:revenue:approved:ab2c3f7a7b8c853e,2024,73,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,12,多世代交流センター用地使用料,01,多世代交流センター用地使用料,"",0,5000,5
132047:2024:revenue:approved:602786e277f5d4c4,2024,74,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,13,学童保育所使用料,01,学童保育所育成料,"",0,151479000,151479
132047:2024:revenue:approved:d38eeee2e29b72e6,2024,75,01,一般会計,14,使用料及び手数料,01,使用料,02,民生使用料,13,学童保育所使用料,02,学童保育所延長育成料,"",0,7100000,7100
132047:2024:revenue:approved:da084d34dbd59788,2024,76,01,一般会計,14,使用料及び手数料,01,使用料,03,衛生使用料,01,総合保健センター使用料,01,総合保健センター使用料,"",0,28000,28
132047:2024:revenue:approved:3f05bc9495b5ac5c,2024,77,01,一般会計,14,使用料及び手数料,01,使用料,03,衛生使用料,02,リサイクル市民工房用地使用料,01,高圧線下土地使用料,"",0,481000,481
132047:2024:revenue:approved:ef64fe6338f309b6,2024,78,01,一般会計,14,使用料及び手数料,01,使用料,04,農林使用料,01,農業公園用地使用料,01,農業公園用地使用料,"",0,11620000,11620
132047:2024:revenue:approved:c7772fbdb4f0ebc0,2024,79,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,01,道路占用料,01,ガス管、電柱等道路占用料,"",0,226200000,226200
132047:2024:revenue:approved:4654ec089a78ce5d,2024,80,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,02,法定外公共物使用料,01,ガス管、電柱等公共物使用料,"",0,5381000,5381
132047:2024:revenue:approved:9bbc3d74ef9b5e78,2024,81,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,03,交通公園等用地使用料,01,交通公園等用地使用料,"",0,315000,315
132047:2024:revenue:approved:c0a013070f983411,2024,82,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,04,都市公園等用地使用料,01,高圧線下等土地使用料,"",0,1975000,1975
132047:2024:revenue:approved:7640103c0c682557,2024,83,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,05,三鷹中央防災公園使用料,01,三鷹中央防災公園使用料,"",0,1000,1
132047:2024:revenue:approved:187ed1c73d6d71c5,2024,84,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,06,市営住宅等使用料,01,市営大沢住宅等使用料,"",0,32007000,32007
132047:2024:revenue:approved:b12b351484cf771e,2024,85,01,一般会計,14,使用料及び手数料,01,使用料,05,土木使用料,07,下連雀市民住宅使用料,01,下連雀市民住宅使用料,"",0,22104000,22104
132047:2024:revenue:approved:ba0cf2c12c423460,2024,86,01,一般会計,14,使用料及び手数料,01,使用料,06,消防使用料,01,防災用地使用料,01,消防団詰所用地使用料,"",0,3000,3
132047:2024:revenue:approved:f2066e5bd4ba6cad,2024,87,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,01,教育センター用地使用料,01,教育センター用地使用料,"",0,1000,1
132047:2024:revenue:approved:cd7927d4cfcaf506,2024,88,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,02,学校用地使用料,01,学校用地内水源用地等使用料,"",0,1299000,1299
132047:2024:revenue:approved:04804de5389dba8b,2024,89,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,03,大沢の里郷土文化施設使用料,01,大沢の里郷土文化施設使用料,"",0,714000,714
132047:2024:revenue:approved:b9b7dfeb5dacb5c1,2024,90,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,04,学校施設使用料,01,地域交流室使用料,"",0,24000,24
132047:2024:revenue:approved:1d1bfc7bdf098f4e,2024,91,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,04,学校施設使用料,02,体育施設使用料,"",0,1414000,1414
132047:2024:revenue:approved:6c49c8a0219472ce,2024,92,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,04,学校施設使用料,03,夜間照明設備使用料,"",0,1569000,1569
132047:2024:revenue:approved:a4db24a4f6f1561a,2024,93,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,05,生涯学習センター使用料,01,生涯学習センター使用料,"",0,5542000,5542
132047:2024:revenue:approved:cd5b05a1f5f8697d,2024,94,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,06,図書館用地使用料,01,三鷹図書館ケーブルテレビ支柱用地使用料,"",0,1000,1
132047:2024:revenue:approved:975b3c4337c1e455,2024,95,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,06,図書館用地使用料,02,東部図書館ケーブルテレビ支柱用地使用料,"",0,1000,1
132047:2024:revenue:approved:31bb7e4fec27bade,2024,96,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,06,図書館用地使用料,03,西部図書館ケーブルテレビ支柱用地使用料,"",0,1000,1
132047:2024:revenue:approved:d3d30ddbba472c12,2024,97,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,07,スポーツ施設使用料,01,新川テニスコート施設使用料,"",0,2143000,2143
132047:2024:revenue:approved:bf8952610810b3bd,2024,98,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,07,スポーツ施設使用料,02,大沢総合グラウンド施設使用料,"",0,27591000,27591
132047:2024:revenue:approved:ea1017b2c7430b4b,2024,99,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,07,スポーツ施設使用料,03,大沢総合グラウンド夜間照明設備使用料,"",0,5877000,5877
132047:2024:revenue:approved:60c047ac4441d8ad,2024,100,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,07,スポーツ施設使用料,04,大沢野川グラウンド施設使用料,"",0,1974000,1974
132047:2024:revenue:approved:c0abbd64b75d053a,2024,101,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,07,スポーツ施設使用料,05,大沢野川グラウンド駐車場使用料,"",0,3338000,3338
132047:2024:revenue:approved:0907639b8271fb7a,2024,102,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,07,スポーツ施設使用料,06,総合スポーツセンター施設使用料,"",0,75902000,75902
132047:2024:revenue:approved:9985e2b7a2d588fd,2024,103,01,一般会計,14,使用料及び手数料,01,使用料,07,教育使用料,08,井口特設グラウンド用地使用料,01,電柱用地等使用料,"",0,3000,3
132047:2024:revenue:approved:59a542535ff12423,2024,104,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,01,自動車臨時運行許可手数料,01,自動車臨時運行許可手数料,"",0,522000,522
132047:2024:revenue:approved:f95584552b51d812,2024,105,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,02,住居表示台帳閲覧等手数料,01,住居表示台帳閲覧等手数料,"",0,6000,6
132047:2024:revenue:approved:cfeebcf24b64931e,2024,106,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,03,自動交付手数料,01,証明書コンビニ交付手数料,"",0,14950000,14950
132047:2024:revenue:approved:31ebd858b62974bb,2024,107,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,04,税証明交付手数料,01,税証明交付手数料,"",0,9216000,9216
132047:2024:revenue:approved:d77a364537321dce,2024,108,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,05,戸籍住民手数料,01,戸籍証明書交付手数料,"",0,12941000,12941
132047:2024:revenue:approved:8925b75813a2b4b1,2024,109,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,05,戸籍住民手数料,02,住民票写し交付閲覧手数料,"",0,14193000,14193
132047:2024:revenue:approved:1ebdc7c3d1666c27,2024,110,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,05,戸籍住民手数料,03,印鑑登録証明等交付手数料,"",0,4187000,4187
132047:2024:revenue:approved:860ca13fb5449ccb,2024,111,01,一般会計,14,使用料及び手数料,02,手数料,01,総務手数料,06,認可地縁団体証明交付手数料,01,認可地縁団体証明等交付手数料,"",0,1000,1
132047:2024:revenue:approved:1796ebac860aac4d,2024,112,01,一般会計,14,使用料及び手数料,02,手数料,02,民生手数料,01,社会福祉法人理事証明書等交付手数料,01,社会福祉法人理事証明書等交付手数料,"",0,1000,1
132047:2024:revenue:approved:4f11a3826722b232,2024,113,01,一般会計,14,使用料及び手数料,02,手数料,03,衛生手数料,01,工場認可申請手数料,01,工場認可申請手数料,"",0,7000,7
132047:2024:revenue:approved:15502f3441153328,2024,114,01,一般会計,14,使用料及び手数料,02,手数料,03,衛生手数料,02,犬の登録等手数料,01,犬の登録等手数料,"",0,3363000,3363
132047:2024:revenue:approved:1e757847ca0b0912,2024,115,01,一般会計,14,使用料及び手数料,02,手数料,03,衛生手数料,03,塵芥処理手数料,01,ごみ収集処理手数料,"",0,432686000,432686
132047:2024:revenue:approved:18761b096fff77d8,2024,116,01,一般会計,14,使用料及び手数料,02,手数料,03,衛生手数料,03,塵芥処理手数料,02,一般廃棄物処理業許可申請等手数料,"",0,10000,10
132047:2024:revenue:approved:6ff5795427c75758,2024,117,01,一般会計,14,使用料及び手数料,02,手数料,03,衛生手数料,04,し尿処理手数料,01,し尿処理手数料,"",0,6036000,6036
132047:2024:revenue:approved:b3077180a470be7b,2024,118,01,一般会計,14,使用料及び手数料,02,手数料,03,衛生手数料,04,し尿処理手数料,02,浄化槽清掃業許可申請手数料,"",0,10000,10
132047:2024:revenue:approved:12cbe075b1fe71c7,2024,119,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,01,屋外広告物許可手数料,01,屋外広告物許可手数料,"",0,1584000,1584
132047:2024:revenue:approved:0fa506d228ef8ec7,2024,120,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,02,道路証明手数料,01,道路証明手数料,"",0,126000,126
132047:2024:revenue:approved:255fd5fe51ab5262,2024,121,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,03,境界確定図面等写し交付手数料,01,境界確定図面等写し交付手数料,"",0,1872000,1872
132047:2024:revenue:approved:ac4f376eefcc098f,2024,122,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,04,建築指導手数料,01,建築物確認等申請手数料,"",0,791000,791
132047:2024:revenue:approved:6604d580e134500f,2024,123,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,04,建築指導手数料,02,建築許可等申請手数料,"",0,4836000,4836
132047:2024:revenue:approved:b4ab2e92c7ba7ead,2024,124,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,05,建築指導証明手数料,01,建築確認証明等手数料,"",0,1992000,1992
132047:2024:revenue:approved:5197772d39677a6e,2024,125,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,06,都市計画証明等手数料,01,都市計画証明等手数料,"",0,21000,21
132047:2024:revenue:approved:2c287ce64c54ed6f,2024,126,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,07,優良宅地及び優良住宅等認定事務手数料,01,優良宅地及び優良住宅等認定事務手数料,"",0,1000,1
132047:2024:revenue:approved:3dfe622d9c39d18a,2024,127,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,08,マンション建替事業証明書交付手数料,01,マンション建替事業証明書交付手数料,"",0,1000,1
132047:2024:revenue:approved:8f25b2f769dc758d,2024,128,01,一般会計,14,使用料及び手数料,02,手数料,04,土木手数料,09,緑化率適合証明手数料,01,緑化率適合証明手数料,"",0,1000,1
132047:2024:revenue:approved:5444cf78bdba0e0e,2024,129,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,生活困窮者自立相談支援事業費等負担金,01,生活困窮者住居確保給付金負担金,"",0,11785000,11785
132047:2024:revenue:approved:390bf7647c0b179c,2024,130,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,生活困窮者自立相談支援事業費等負担金,02,被保護者就労支援事業費負担金,"",0,3931000,3931
132047:2024:revenue:approved:dd525c5c933fd1c7,2024,131,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,生活困窮者自立相談支援事業費等負担金,03,被保護者健康管理支援事業費負担金,"",0,3836000,3836
132047:2024:revenue:approved:b8bbfdd05211d6f4,2024,132,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,障害者自立支援介護給付費負担金,01,居宅介護給付費負担金,"",0,341424000,341424
132047:2024:revenue:approved:8ddabe975c86a017,2024,133,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,障害者自立支援介護給付費負担金,02,療養介護給付費負担金,"",0,39814000,39814
132047:2024:revenue:approved:466bdfac5230cdcf,2024,134,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,障害者自立支援介護給付費負担金,03,生活介護給付費負担金,"",0,535760000,535760
132047:2024:revenue:approved:4938e3081e35a113,2024,135,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,障害者自立支援介護給付費負担金,04,短期入所給付費負担金,"",0,35167000,35167
132047:2024:revenue:approved:9ab5f733e7c67bcc,2024,136,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,障害者自立支援介護給付費負担金,05,施設支援給付費負担金,"",0,139082000,139082
132047:2024:revenue:approved:c9810d5b8baf3b5f,2024,137,01,一般会計,15,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,障害者自立支援介護給付費負担金,06,サービス利用計画作成費負担金,"",0,46679000,46679
