budget_line_id,fiscal_year,phase_id,source_row,fund_code,fund_label,kan_code,kan_label,kou_code,kou_label,moku_code,moku_label,setsu_code,setsu_label,saisetsu_code,saisetsu_label,value,source_amount
132241:2021:revenue:approved:1a8ada0a1882527d,2021,approved,15,"",一般会計,02,地方譲与税,01,地方揮発油譲与税,01,地方揮発油譲与税,01,地方揮発油譲与税,01,地方揮発油譲与税,55885000,55885
132241:2021:revenue:approved:eff8f9c833cda47f,2021,approved,16,"",一般会計,02,地方譲与税,02,自動車重量譲与税,01,自動車重量譲与税,01,自動車重量譲与税,01,自動車重量譲与税,172641000,172641
132241:2021:revenue:approved:0d0bf0e54c083919,2021,approved,17,"",一般会計,02,地方譲与税,03,地方道路譲与税,01,地方道路譲与税,01,地方道路譲与税,01,地方道路譲与税,1000,1
132241:2021:revenue:approved:9e4728543dc279eb,2021,approved,18,"",一般会計,02,地方譲与税,04,森林環境譲与税,01,森林環境譲与税,01,森林環境譲与税,01,森林環境譲与税,12936000,12936
132241:2021:revenue:approved:d986b1736dbaa006,2021,approved,19,"",一般会計,03,利子割交付金,01,利子割交付金,01,利子割交付金,01,利子割交付金,01,利子割交付金,32209000,32209
132241:2021:revenue:approved:9afd6e38bb9435db,2021,approved,20,"",一般会計,04,配当割交付金,01,配当割交付金,01,配当割交付金,01,配当割交付金,01,配当割交付金,164312000,164312
132241:2021:revenue:approved:0c3a0ceafb8e0e4d,2021,approved,21,"",一般会計,05,株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,169347000,169347
132241:2021:revenue:approved:1e5648bda092fa76,2021,approved,22,"",一般会計,06,法人事業税交付金,01,法人事業税交付金,01,法人事業税交付金,01,法人事業税交付金,01,法人事業税交付金,229347000,229347
132241:2021:revenue:approved:9ba55c767586a13e,2021,approved,23,"",一般会計,07,地方消費税交付金,01,地方消費税交付金,01,地方消費税交付金,01,地方消費税交付金,01,地方消費税交付金,3181308000,3181308
132241:2021:revenue:approved:e47bc287a8b6c117,2021,approved,24,"",一般会計,08,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,25764000,25764
132241:2021:revenue:approved:f1be4a0a6d6a96f1,2021,approved,25,"",一般会計,09,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,58150000,58150
132241:2021:revenue:approved:c9e8c5367d284406,2021,approved,26,"",一般会計,09,環境性能割交付金,01,環境性能割交付金,02,旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,1000,1
132241:2021:revenue:approved:e69b060334ef4325,2021,approved,27,"",一般会計,10,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,21162000,21162
132241:2021:revenue:approved:f5603b5797dace7e,2021,approved,28,"",一般会計,10,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,02,施設等所在市町村調整交付金,01,施設等所在市町村調整交付金,01,施設等所在市町村調整交付金,4552000,4552
132241:2021:revenue:approved:265c955da664a426,2021,approved,29,"",一般会計,11,地方特例交付金,01,地方特例交付金,01,地方特例交付金,01,地方特例交付金,02,減収補てん特例交付金,148033000,148033
132241:2021:revenue:approved:e9015a7eacb29915,2021,approved,30,"",一般会計,11,地方特例交付金,02,新型コロナウイルス感染症対策地方税減収補てん特別交付金,01,新型コロナウイルス感染症対策地方税減収補てん特別交付金,01,新型コロナウイルス感染症対策地方税減収補てん特別交付金,01,新型コロナウイルス感染症対策地方税減収補てん特別交付金,468791000,468791
132241:2021:revenue:approved:1d6b09c42ba3acfc,2021,approved,31,"",一般会計,12,地方交付税,01,地方交付税,01,地方交付税,01,地方交付税,01,特別交付税,64000000,64000
132241:2021:revenue:approved:caa10609e0c2141e,2021,approved,32,"",一般会計,13,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,13960000,13960
132241:2021:revenue:approved:5a0e8eeda64b310c,2021,approved,33,"",一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,01,社会福祉費負担金,01,老人保護措置費自己負担金,450000,450
132241:2021:revenue:approved:936e12149ed25bf2,2021,approved,34,"",一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,01,保育所保育料,267290000,267290
132241:2021:revenue:approved:014e17ce76cf9eeb,2021,approved,35,"",一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,02,助産施設入所費自己負担金,40000,40
132241:2021:revenue:approved:53b9889d5ecaf815,2021,approved,36,"",一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,03,母子生活支援施設入所費自己負担金,1000,1
132241:2021:revenue:approved:a86cc8b4764225d0,2021,approved,37,"",一般会計,14,分担金及び負担金,01,負担金,02,衛生費負担金,02,衛生費負担金,01,未熟児養育医療負担金,2250000,2250
132241:2021:revenue:approved:5144e6adc64229e2,2021,approved,38,"",一般会計,14,分担金及び負担金,01,負担金,03,土木費負担金,01,道路橋りょう費負担金,01,多摩センター共同溝維持管理費占用者負担金,28614000,28614
132241:2021:revenue:approved:048e9a208207042f,2021,approved,39,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,01,ワークショップルーム施設使用料,410000,410
132241:2021:revenue:approved:43cf52f371d42892,2021,approved,40,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,02,ガス制圧装置用地使用料,130000,130
132241:2021:revenue:approved:232159fefcc81131,2021,approved,41,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,03,現金自動支払機庁舎使用料,243000,243
132241:2021:revenue:approved:c4b71d81ddf079ca,2021,approved,42,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,04,電柱用地使用料,26000,26
132241:2021:revenue:approved:61c2c351ab26874e,2021,approved,43,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,05,埋設ガス管用地使用料,9000,9
132241:2021:revenue:approved:4ee06691250e8bae,2021,approved,44,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,06,防火水槽用地使用料,241000,241
132241:2021:revenue:approved:9ea722c7eea7e6e2,2021,approved,45,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,07,公共施設撮影使用料,1659000,1659
132241:2021:revenue:approved:0f917de6cf08d602,2021,approved,46,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,08,地区市民ホール使用料,1321000,1321
132241:2021:revenue:approved:cd4e5fc1a89173e1,2021,approved,47,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,09,コミュニティルーム使用料,9617000,9617
132241:2021:revenue:approved:db8664c67b78bc37,2021,approved,48,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,15,自動販売機設置使用料,198000,198
132241:2021:revenue:approved:c499c4a2b398e4b8,2021,approved,49,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,18,送電線上空使用料,2000,2
132241:2021:revenue:approved:618f67c9472cdb94,2021,approved,50,"",一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,19,複合文化施設貸館使用料,99281000,99281
132241:2021:revenue:approved:57cdb7444d0b2f14,2021,approved,51,"",一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,01,電柱用地使用料,12000,12
132241:2021:revenue:approved:fae8ca5aa28c22db,2021,approved,52,"",一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,02,学童クラブ使用料,130992000,130992
132241:2021:revenue:approved:6004a0cb04dce9a7,2021,approved,53,"",一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,06,自動販売機設置使用料,132000,132
132241:2021:revenue:approved:694b2b57e9e58788,2021,approved,54,"",一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,08,学童クラブ延長育成料,6236000,6236
132241:2021:revenue:approved:657c9158bc36361d,2021,approved,55,"",一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,09,多摩市西永山福祉施設事業施設使用料,7749000,7749
132241:2021:revenue:approved:7bd5bbf69c36bdb8,2021,approved,56,"",一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,01,衛生使用料,01,電柱用地使用料,10000,10
132241:2021:revenue:approved:de5486ab3aa9e5fc,2021,approved,57,"",一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,01,衛生使用料,02,地域保健医療活動室使用料,454000,454
132241:2021:revenue:approved:59988a935beaad2b,2021,approved,58,"",一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,01,電柱用地使用料,6000,6
132241:2021:revenue:approved:5e2b1486e7226777,2021,approved,59,"",一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,02,資源化センター多目的ホール等使用料,1000,1
132241:2021:revenue:approved:9a47dffed82acf5d,2021,approved,60,"",一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,03,自動販売機設置使用料,66000,66
132241:2021:revenue:approved:52ab0dab49c86be8,2021,approved,61,"",一般会計,15,使用料及び手数料,01,使用料,04,商工使用料,01,商工使用料,01,消費生活センター使用料,1740000,1740
132241:2021:revenue:approved:6de9bff15df2fd64,2021,approved,62,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,01,道路橋りょう使用料,01,道路占用料,84700000,84700
132241:2021:revenue:approved:97fb4d2e7d5bb862,2021,approved,63,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,01,公園占用料,7602000,7602
132241:2021:revenue:approved:43b69f5a2d13db57,2021,approved,64,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,02,公園内行為使用料,1000,1
132241:2021:revenue:approved:0f9c653eb5b5cb00,2021,approved,65,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,03,公園施設使用料,177000,177
132241:2021:revenue:approved:d259dcfad8bf8917,2021,approved,66,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,04,自動販売機設置使用料,528000,528
132241:2021:revenue:approved:07602fec730bf500,2021,approved,67,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,05,公園駐車場使用料,712000,712
132241:2021:revenue:approved:d20ae179665dbf06,2021,approved,68,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,01,市営住宅家賃,41867000,41867
132241:2021:revenue:approved:878acae3a4e8d37d,2021,approved,69,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,02,市営住宅駐車場使用料,3115000,3115
132241:2021:revenue:approved:6660d5e685180d18,2021,approved,70,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,03,電柱用地使用料,19000,19
132241:2021:revenue:approved:4ce39ea0291277d3,2021,approved,71,"",一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,04,埋設ガス管用地使用料,2000,2
132241:2021:revenue:approved:e8a9980d010c2f6a,2021,approved,72,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,01,小学校使用料,01,学校設備等使用料,232000,232
132241:2021:revenue:approved:bdeacae409a82558,2021,approved,73,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,02,中学校使用料,01,学校設備等使用料,250000,250
132241:2021:revenue:approved:33d20407f5680a4f,2021,approved,74,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,01,ギャラリー使用料,14000,14
132241:2021:revenue:approved:8ff93c784367bfd5,2021,approved,75,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,02,古民家使用料,102000,102
132241:2021:revenue:approved:5663955e01d9efe2,2021,approved,76,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,03,公民館使用料,17583000,17583
132241:2021:revenue:approved:43d36bc23074f9d7,2021,approved,77,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,04,永山複合施設駐車場使用料,8907000,8907
132241:2021:revenue:approved:5e9c42b23b456c4f,2021,approved,78,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,06,学校開放施設使用料,13500000,13500
132241:2021:revenue:approved:f65b8d2436518a76,2021,approved,79,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,07,自動販売機設置使用料,66000,66
132241:2021:revenue:approved:4ed267c0d4bec464,2021,approved,80,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,01,電柱用地使用料,15000,15
132241:2021:revenue:approved:d50267ed1c0678cc,2021,approved,81,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,02,総合体育館使用料,60000,60
132241:2021:revenue:approved:abdb4c24ba184ff4,2021,approved,82,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,03,温水プール使用料,754000,754
132241:2021:revenue:approved:2111a960881336d7,2021,approved,83,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,07,公衆電話用地使用料,2000,2
132241:2021:revenue:approved:caece7e40bb6f446,2021,approved,84,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,09,総合体育館食堂使用料,600000,600
132241:2021:revenue:approved:4bdff779aa1597b4,2021,approved,85,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,18,自動販売機設置使用料,825000,825
132241:2021:revenue:approved:a58fcfad9565f316,2021,approved,86,"",一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,19,体育施設広告掲出使用料,296000,296
132241:2021:revenue:approved:2c39473de807487d,2021,approved,87,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,01,諸証明手数料,9736000,9736
132241:2021:revenue:approved:c24d64b8b0f45fb4,2021,approved,88,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,02,閲覧手数料,142000,142
132241:2021:revenue:approved:629864fcd33d18a5,2021,approved,89,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,04,納税証明手数料,600000,600
132241:2021:revenue:approved:fb3ff90d6bf6eb1b,2021,approved,90,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,01,戸籍手数料,11275000,11275
132241:2021:revenue:approved:c746b5ca510186f2,2021,approved,91,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,02,住民票手数料,21342000,21342
132241:2021:revenue:approved:f0917c5d209ac6f4,2021,approved,92,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,03,印鑑証明手数料,11100000,11100
132241:2021:revenue:approved:eb95487059d63b51,2021,approved,93,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,04,その他証明手数料,1110000,1110
132241:2021:revenue:approved:7aa2b50a9953eae1,2021,approved,94,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,05,通知カード再交付手数料,0,0
132241:2021:revenue:approved:421570e08c25e471,2021,approved,95,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,06,個人番号カード再交付手数料,200000,200
132241:2021:revenue:approved:aa7da57615d8cbd5,2021,approved,96,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,01,境界証明手数料,1000,1
132241:2021:revenue:approved:5dc8afdc05ed9df1,2021,approved,97,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,02,諸証明手数料,1000,1
132241:2021:revenue:approved:4b6713650067de55,2021,approved,98,"",一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,04,臨時運行許可番号標交付手数料,397000,397
132241:2021:revenue:approved:15b177b5a32057e6,2021,approved,99,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,01,保健衛生手数料,01,工場設置・変更認可手数料,16000,16
132241:2021:revenue:approved:bdd0dcfb76bcb218,2021,approved,100,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,01,保健衛生手数料,02,畜犬登録料,3610000,3610
132241:2021:revenue:approved:0fdd75ea683c6acb,2021,approved,101,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,01,ごみ処理手数料,276072000,276072
132241:2021:revenue:approved:273003fccd3e0a84,2021,approved,102,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,02,し尿処理手数料,4708000,4708
132241:2021:revenue:approved:70ddbed2be588353,2021,approved,103,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,03,一般廃棄物処理業許可申請手数料,200000,200
132241:2021:revenue:approved:e041a44df75478ff,2021,approved,104,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,04,犬猫等死体処理手数料,675000,675
132241:2021:revenue:approved:b7f7f55dcee77d4a,2021,approved,105,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,05,事業系ごみ処理手数料,18438000,18438
132241:2021:revenue:approved:2005b14df414a11a,2021,approved,106,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,06,粗大ごみ処理手数料,30940000,30940
132241:2021:revenue:approved:aed4ada6766a55c5,2021,approved,107,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,07,浄化槽清掃業許可申請手数料,30000,30
132241:2021:revenue:approved:16610981324ced1f,2021,approved,108,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,08,家庭系ごみ処理手数料,274674000,274674
132241:2021:revenue:approved:01b6ae6447cfc5f0,2021,approved,109,"",一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,10,境界証明等手数料,1000,1
132241:2021:revenue:approved:b05588a822c91557,2021,approved,110,"",一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,01,道路橋りょう手数料,01,屋外広告物許可申請手数料,2126000,2126
132241:2021:revenue:approved:018db8a354f51280,2021,approved,111,"",一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,01,道路橋りょう手数料,02,境界証明等手数料,60000,60
132241:2021:revenue:approved:2b806c0dbf6087c9,2021,approved,112,"",一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,02,都市計画手数料,01,諸証明手数料,11000,11
132241:2021:revenue:approved:e98d2c35523a0811,2021,approved,113,"",一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,03,住宅手数料,01,市営住宅車庫証明手数料,1000,1
132241:2021:revenue:approved:e1ea2351c7d6efb5,2021,approved,114,"",一般会計,15,使用料及び手数料,02,手数料,04,民生手数料,01,民生手数料,01,諸証明手数料,1000,1
132241:2021:revenue:approved:22991e3738cfce9b,2021,approved,115,"",一般会計,15,使用料及び手数料,02,手数料,04,民生手数料,01,民生手数料,02,社会福祉法人理事証明等手数料,1000,1
132241:2021:revenue:approved:160bdc0d62d4a724,2021,approved,116,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,01,特別障害者手当等負担金（３／４）,73222000,73222
132241:2021:revenue:approved:b17c20c45b4578f7,2021,approved,117,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,02,障害者自立支援給付国庫負担金（１／２）,1651877000,1651877
132241:2021:revenue:approved:a54653d26e7e39a7,2021,approved,118,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,03,保険基盤安定負担金（１／２）,113377000,113377
132241:2021:revenue:approved:d54c1b695446f0cc,2021,approved,119,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,08,生活困窮者自立支援事業負担金（３／４）,53243000,53243
132241:2021:revenue:approved:0c7591ffa6ba851d,2021,approved,120,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,09,障害者医療費国庫負担金（１／２）,91194000,91194
132241:2021:revenue:approved:ae787fa331946b62,2021,approved,121,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,10,低所得者保険料軽減負担金（１／２）,65280000,65280
132241:2021:revenue:approved:64cbfb3b5d03bfb8,2021,approved,122,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,01,子どものための保育給付費負担金（１／２）,1522616000,1522616
132241:2021:revenue:approved:f110fc6597d79b6f,2021,approved,123,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,05,助産施設入所費負担金（１／２）,1168000,1168
132241:2021:revenue:approved:8a3d2cf786d8682f,2021,approved,124,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,06,母子生活支援施設入所費負担金（１／２）,12082000,12082
132241:2021:revenue:approved:41ffac1e313539f4,2021,approved,125,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,09,児童扶養手当負担金（１／３）,136633000,136633
132241:2021:revenue:approved:63e4f6a8999a9f76,2021,approved,126,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,18,児童手当負担金（３７／４５、４／６）,1402593000,1402593
132241:2021:revenue:approved:585f1690505b7f74,2021,approved,127,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,19,子育て支援施設等利用保育給付費負担金（１／２）,66048000,66048
132241:2021:revenue:approved:450ebbb4c52b2b9d,2021,approved,128,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,01,生活保護費負担金（３／４）,3186472000,3186472
132241:2021:revenue:approved:f8a962f772ee2ffd,2021,approved,129,"",一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,02,中国残留邦人等支援事業負担金（３／４）,12810000,12810
132241:2021:revenue:approved:a3ec5f75e902e857,2021,approved,130,"",一般会計,16,国庫支出金,01,国庫負担金,02,衛生費国庫負担金,01,保健衛生費負担金,03,未熟児養育医療国庫負担金（１／２）,4125000,4125
132241:2021:revenue:approved:99dfe5506ca2f223,2021,approved,131,"",一般会計,16,国庫支出金,01,国庫負担金,03,教育費国庫負担金,03,幼稚園費負担金,02,子どものための教育給付費負担金（１／２）,214227000,214227
132241:2021:revenue:approved:c08d6ab4c5ac617d,2021,approved,132,"",一般会計,16,国庫支出金,01,国庫負担金,03,教育費国庫負担金,03,幼稚園費負担金,03,子育て支援施設等利用教育給付費負担金（１／２）,116164000,116164
132241:2021:revenue:approved:444d024d0946eee0,2021,approved,133,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,02,地域生活支援事業国庫補助金（１／２）,85852000,85852
132241:2021:revenue:approved:4483aacd0d62e96a,2021,approved,134,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,17,生活困窮者就労準備支援事業費等補助金,48161000,48161
132241:2021:revenue:approved:83d1baa914f38a89,2021,approved,135,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,19,生活困窮者等のための共助の基盤づくり事業補助金（１／２）,2936000,2936
132241:2021:revenue:approved:151b175968837601,2021,approved,136,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,01,母子及び父子家庭自立支援給付金（３／４）,7687000,7687
132241:2021:revenue:approved:0b12900aebed1ecc,2021,approved,137,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,03,婦人相談員活動強化事業補助金（１／２）,71000,71
132241:2021:revenue:approved:e7a0f55741b4ce15,2021,approved,138,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,09,児童虐待防止対策支援事業補助金（１／２）,6505000,6505
132241:2021:revenue:approved:7e3ebe63281da7c1,2021,approved,139,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,14,子ども・子育て支援交付金（１／３）,256696000,256696
132241:2021:revenue:approved:055dc079e85cc0b7,2021,approved,140,"",一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,16,子ども・子育て支援整備交付金（１／３）,2918000,2918
