fiscal_year,direction,fund_code,fund_label,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,name_source,master_kan_code,master_kan_name,master_kou_code,master_kou_name,master_kind,master_basis
2024,expenditure,01,一般会計,02,総務費,02,徴税費,02,賦課徴収費,source-csv,2,総務費,2,徴税費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,03,戸籍住民基本台帳費,01,戸籍住民基本台帳費,source-csv,2,総務費,3,戸籍住民基本台帳費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,04,選挙費,01,選挙管理委員会費,source-csv,2,総務費,4,選挙費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,04,選挙費,02,選挙啓発費,source-csv,2,総務費,4,選挙費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,04,選挙費,03,東京都知事選挙費,source-csv,2,総務費,4,選挙費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,05,統計調査費,01,統計調査総務費,source-csv,2,総務費,5,統計調査費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,05,統計調査費,02,統計調査費,source-csv,2,総務費,5,統計調査費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,02,総務費,06,監査委員費,01,監査委員費,source-csv,2,総務費,6,監査委員費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,01,社会福祉総務費,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,02,障がい者福祉費,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,03,高齢者福祉費,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,04,国民年金費,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,05,国民健康保険事業特別会計繰出金,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,06,介護サービス事業特別会計繰出金,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,07,介護保険事業特別会計繰出金,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,08,後期高齢者医療特別会計繰出金,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,09,健康福祉基金費,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,01,社会福祉費,10,価格高騰重点支援給付金給付事業費,source-csv,3,民生費,1,社会福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,01,児童福祉総務費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,02,在宅子育て支援費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,03,保育所費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,04,子ども発達支援センター費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,05,母子福祉費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,06,多世代交流センター費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,07,学童保育所費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,02,児童福祉費,08,子ども・子育て基金費,source-csv,3,民生費,2,児童福祉費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,03,生活保護費,01,生活保護総務費,source-csv,3,民生費,3,生活保護費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,03,民生費,03,生活保護費,02,扶助費,source-csv,3,民生費,3,生活保護費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,01,保健衛生総務費,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,02,保健事業費,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,03,予防費,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,04,環境政策費,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,05,国民健康保険事業特別会計繰出金,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,06,後期高齢者医療特別会計繰出金,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,01,保健衛生費,07,環境基金費,source-csv,4,衛生費,1,保健衛生費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,02,清掃費,01,清掃総務費,source-csv,4,衛生費,2,清掃費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,02,清掃費,02,塵芥処理費,source-csv,4,衛生費,2,清掃費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,04,衛生費,02,清掃費,03,し尿処理費,source-csv,4,衛生費,2,清掃費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,05,労働費,01,労働諸費,01,労働諸費,source-csv,5,労働費,2,労働諸費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,06,農林費,01,農業費,01,農業委員会費,source-csv,6,農林水産業費,1,農業費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,06,農林費,01,農業費,02,農業総務費,source-csv,6,農林水産業費,1,農業費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,06,農林費,01,農業費,03,農業振興費,source-csv,6,農林水産業費,1,農業費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,07,商工費,01,商工費,01,商工総務費,source-csv,7,商工費,1,商工費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,07,商工費,01,商工費,02,商工振興費,source-csv,7,商工費,1,商工費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,07,商工費,01,商工費,03,消費生活対策費,source-csv,7,商工費,1,商工費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,01,土木管理費,01,土木総務費,source-csv,8,土木費,1,土木管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,01,土木管理費,02,建築指導費,source-csv,8,土木費,1,土木管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,02,道路橋梁費,01,道路橋梁総務費,source-csv,8,土木費,2,道路橋りよう費,map,マスタの表記は「道路橋りよう費」。「梁」を仮名書きするかの表記差で同じ項
2024,expenditure,01,一般会計,08,土木費,02,道路橋梁費,02,道路維持費,source-csv,8,土木費,2,道路橋りよう費,map,マスタの表記は「道路橋りよう費」。「梁」を仮名書きするかの表記差で同じ項
2024,expenditure,01,一般会計,08,土木費,02,道路橋梁費,03,道路新設改良費,source-csv,8,土木費,2,道路橋りよう費,map,マスタの表記は「道路橋りよう費」。「梁」を仮名書きするかの表記差で同じ項
2024,expenditure,01,一般会計,08,土木費,02,道路橋梁費,04,橋梁整備費,source-csv,8,土木費,2,道路橋りよう費,map,マスタの表記は「道路橋りよう費」。「梁」を仮名書きするかの表記差で同じ項
2024,expenditure,01,一般会計,08,土木費,02,道路橋梁費,05,街路灯費,source-csv,8,土木費,2,道路橋りよう費,map,マスタの表記は「道路橋りよう費」。「梁」を仮名書きするかの表記差で同じ項
2024,expenditure,01,一般会計,08,土木費,02,道路橋梁費,06,交通安全対策費,source-csv,8,土木費,2,道路橋りよう費,map,マスタの表記は「道路橋りよう費」。「梁」を仮名書きするかの表記差で同じ項
2024,expenditure,01,一般会計,08,土木費,03,河川費,01,河川維持改修費,source-csv,8,土木費,3,河川費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,04,都市計画費,01,都市計画総務費,source-csv,8,土木費,5,都市計画費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,04,都市計画費,02,再開発事業費,source-csv,8,土木費,5,都市計画費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,04,都市計画費,03,街路事業費,source-csv,8,土木費,5,都市計画費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,04,都市計画費,04,緑化公園費,source-csv,8,土木費,5,都市計画費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,04,都市計画費,05,下水道事業支出金,source-csv,8,土木費,5,都市計画費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,08,土木費,05,住宅費,01,住宅管理費,source-csv,8,土木費,6,住宅費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,09,消防費,01,消防費,01,常備消防費,source-csv,9,消防費,1,消防費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,09,消防費,01,消防費,02,非常備消防費,source-csv,9,消防費,1,消防費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,09,消防費,01,消防費,03,消防施設費,source-csv,9,消防費,1,消防費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,09,消防費,01,消防費,04,災害対策費,source-csv,9,消防費,1,消防費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,01,教育総務費,01,教育委員会費,source-csv,10,教育費,1,教育総務費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,01,教育総務費,02,事務局費,source-csv,10,教育費,1,教育総務費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,01,教育総務費,03,教育指導費,source-csv,10,教育費,1,教育総務費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,01,教育総務費,04,教育センター費,source-csv,10,教育費,1,教育総務費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,01,教育総務費,05,私立学校等振興費,source-csv,10,教育費,1,教育総務費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,01,教育総務費,06,校外学習施設費,source-csv,10,教育費,1,教育総務費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,02,小学校費,01,学校管理費,source-csv,10,教育費,2,小学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,02,小学校費,02,教育振興費,source-csv,10,教育費,2,小学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,02,小学校費,03,学校衛生費,source-csv,10,教育費,2,小学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,02,小学校費,04,学校建設整備費,source-csv,10,教育費,2,小学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,03,中学校費,01,学校管理費,source-csv,10,教育費,3,中学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,03,中学校費,02,教育振興費,source-csv,10,教育費,3,中学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,03,中学校費,03,学校衛生費,source-csv,10,教育費,3,中学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,03,中学校費,04,学校建設整備費,source-csv,10,教育費,3,中学校費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,10,教育費,04,生涯学習費,01,生涯学習総務費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「社会教育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する
2024,expenditure,01,一般会計,10,教育費,04,生涯学習費,02,青少年育成費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「社会教育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する
2024,expenditure,01,一般会計,10,教育費,04,生涯学習費,03,生涯学習センター費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「社会教育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する
2024,expenditure,01,一般会計,10,教育費,04,生涯学習費,04,図書館費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「社会教育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する
2024,expenditure,01,一般会計,10,教育費,05,スポーツ推進費,01,スポーツ推進総務費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「保健体育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する（施行規則の備考1が行政権能の差による款・項の追加を認めている）
2024,expenditure,01,一般会計,10,教育費,05,スポーツ推進費,02,スポーツ施設運営費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「保健体育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する（施行規則の備考1が行政権能の差による款・項の追加を認めている）
2024,expenditure,01,一般会計,10,教育費,05,スポーツ推進費,03,スポーツ施設整備費,source-csv,10,教育費,,,addition,法定の項に無い。マスタの「保健体育費」に相当する領域を市が再編した区分と読めるが、同一と決める根拠が無いので追加として登録する（施行規則の備考1が行政権能の差による款・項の追加を認めている）
2024,expenditure,01,一般会計,11,公債費,01,公債費,01,元金,source-csv,12,公債費,1,公債費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,11,公債費,01,公債費,02,利子,source-csv,12,公債費,1,公債費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,01,一般会計,12,予備費,01,予備費,01,予備費,source-csv,14,予備費,1,予備費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2024,expenditure,02,国民健康保険事業特別会計,01,総務費,01,総務管理費,01,一般管理費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,01,総務費,01,総務管理費,02,国民健康保険団体連合会負担金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,01,総務費,01,総務管理費,03,趣旨普及費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,01,総務費,02,運営協議会費,01,運営協議会費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,01,療養諸費,01,一般被保険者療養給付費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,01,療養諸費,02,退職被保険者等療養給付費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,01,療養諸費,03,一般被保険者療養費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,01,療養諸費,04,審査支払手数料,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,02,高額療養費,01,一般被保険者高額療養費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,02,高額療養費,02,一般被保険者高額介護合算療養費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,03,移送費,01,一般被保険者移送費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,04,出産育児諸費,01,出産育児一時金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,05,葬祭諸費,01,葬祭費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,06,結核・精神医療給付金,01,結核・精神医療給付金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,02,保険給付費,07,傷病手当金,01,傷病手当金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,03,国民健康保険事業費納付金,01,医療給付費分,01,一般被保険者医療給付費分,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,03,国民健康保険事業費納付金,02,後期高齢者支援金等分,01,一般被保険者後期高齢者支援金等分,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,03,国民健康保険事業費納付金,03,介護納付金分,01,介護納付金分,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,04,保健事業費,01,特定健康診査等事業費,01,特定健康診査等事業費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,04,保健事業費,02,保健事業費,01,保健事業諸費,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,01,一般被保険者保険税還付金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,02,退職被保険者等保険税還付金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,03,利子,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,04,返還金,source-csv,,,,,,
2024,expenditure,02,国民健康保険事業特別会計,06,予備費,01,予備費,01,予備費,source-csv,,,,,,
2024,expenditure,06,介護サービス事業特別会計,01,介護サービス事業費,01,介護サービス事業費,01,高齢者センターけやき苑運営費,source-csv,,,,,,
2024,expenditure,06,介護サービス事業特別会計,01,介護サービス事業費,01,介護サービス事業費,02,牟礼老人保健施設運営費,source-csv,,,,,,
2024,expenditure,06,介護サービス事業特別会計,02,公債費,01,公債費,01,元金,source-csv,,,,,,
2024,expenditure,06,介護サービス事業特別会計,02,公債費,01,公債費,02,利子,source-csv,,,,,,
2024,expenditure,06,介護サービス事業特別会計,03,予備費,01,予備費,01,予備費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,01,総務費,01,総務管理費,01,一般管理費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,01,総務費,01,総務管理費,02,介護認定審査会費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,01,総務費,01,総務管理費,03,趣旨普及費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,01,居宅介護サービス等給付費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,02,居宅支援サービス等給付費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,03,施設介護サービス等給付費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,04,特定入所者介護サービス等費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,05,高額介護サービス等費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,06,高額医療合算介護サービス等費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,02,保険給付費,01,介護サービス等諸費,07,審査支払手数料,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,03,地域支援事業費,01,介護予防・生活支援サービス事業費,01,介護予防・生活支援サービス事業費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,03,地域支援事業費,01,介護予防・生活支援サービス事業費,02,介護予防ケアマネジメント事業費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,03,地域支援事業費,01,介護予防・生活支援サービス事業費,03,審査支払手数料,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,03,地域支援事業費,02,一般介護予防事業費,01,一般介護予防事業費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,03,地域支援事業費,03,包括的支援事業・任意事業費,01,包括的支援事業費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,03,地域支援事業費,03,包括的支援事業・任意事業費,02,任意事業費,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,04,基金積立金,01,基金積立金,01,介護保険保険給付費準備基金積立金,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,01,利子,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,02,返還金,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,05,諸支出金,01,償還金及び還付加算金,03,第１号被保険者保険料還付金,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,05,諸支出金,02,繰出金,01,一般会計繰出金,source-csv,,,,,,
2024,expenditure,07,介護保険事業特別会計,06,予備費,01,予備費,01,予備費,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,01,総務費,01,総務管理費,02,徴収費,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,01,総務費,01,総務管理費,03,葬祭諸費,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,02,広域連合納付金,01,広域連合納付金,01,広域連合分賦金,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,03,保健事業費,01,健康保持増進事業費,01,健康診査費,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,04,諸支出金,01,償還金及び還付加算金,01,保険料還付金,source-csv,,,,,,
2024,expenditure,09,後期高齢者医療特別会計,05,予備費,01,予備費,01,予備費,source-csv,,,,,,
2024,revenue,01,一般会計,01,市税,01,市民税,01,個人,source-csv,1,市(町村)税,1,市町村民税,map,マスタの表記は「市町村民税」。マスタの「市(町村)」「都(道府県)」は市か町村か（都か道府県か）で読み替える様式の記法。市の読みで同じ項
2024,revenue,01,一般会計,01,市税,01,市民税,02,法人,source-csv,1,市(町村)税,1,市町村民税,map,マスタの表記は「市町村民税」。マスタの「市(町村)」「都(道府県)」は市か町村か（都か道府県か）で読み替える様式の記法。市の読みで同じ項
